file,event_id,station,network,location,channel_used,instrument_type_used,pga_g,pgv_cms,snr_db,p_pick_time,s_pick_time,p_pick_confidence,s_pick_confidence,sampling_rate_hz,duration_sec,num_gaps,gap_fraction,is_clipped,has_three_components,response_removed_ok,usable_for_engineering,usable_for_phase_picking,qc_flags,sa_g_0_1s,sa_g_0_2s,sa_g_0_5s,sa_g_1_0s,sa_g_2_0s,arias_intensity_ms,cav_ms,duration_5_95_sec,fas_dominant_freq_hz,fas_mean_freq_hz
data/processed/waveforms/smi-c-ISC-s-evid-e-643600095_DIDI.mseed,smi:ISC/evid=643600095,DIDI,KO,,HNE,strong_motion,0.00053,0.0396,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00042,0.00024,0.00016,0.00018,9e-05,1.6e-05,0.1138,184.39,45.755,29.172
data/processed/waveforms/smi-c-ISC-s-evid-e-644221306_BOTS.mseed,smi:ISC/evid=644221306,BOTS,KO,,HNZ,strong_motion,0.0161,0.8054,41.3,2025-10-02T11:55:08.710000Z,2025-10-02T11:57:13.970000Z,0.564,0.01,100.0,210.0,1,0.0001,False,True,True,False,False,has_gaps,0.01879,0.03425,0.02903,0.00341,0.00108,0.001325,0.2891,8.57,2.028,9.263
data/processed/waveforms/smi-c-ISC-s-evid-e-644221306_EDC.mseed,smi:ISC/evid=644221306,EDC,KO,,HHE,broadband,0.00716,0.2151,24.65,2025-10-02T11:55:13.190000Z,,0.508,,100.0,210.0,0,0.0,False,True,True,False,True,,0.01459,0.01592,0.00465,0.00083,0.00033,0.000439,0.2359,17.49,3.214,9.241
data/processed/waveforms/smi-c-ISC-s-evid-e-644221306_NMR8.mseed,smi:ISC/evid=644221306,NMR8,KO,,HHE,broadband,0.00445,0.1037,14.83,2025-10-02T11:55:10.740000Z,,0.405,,100.0,210.0,0,0.0,False,True,True,False,True,,0.01658,0.00585,0.00208,0.0008,0.00011,0.000207,0.171,15.74,9.028,16.198
data/processed/waveforms/smi-c-ISC-s-evid-e-644221306_NMR9.mseed,smi:ISC/evid=644221306,NMR9,KO,,HHE,broadband,0.06038,0.5291,35.9,2025-10-02T11:55:09.110000Z,2025-10-02T11:58:12.480000Z,0.551,0.042,100.0,210.0,0,0.0,False,True,True,False,True,,0.07169,0.06022,0.00981,0.00257,0.00048,0.007908,0.7526,10.57,4.647,20.876
data/processed/waveforms/smi-c-ISC-s-evid-e-644547991_AKS.mseed,smi:ISC/evid=644547991,AKS,KO,,HNE,strong_motion,0.02178,1.726,8.62,2025-10-27T19:48:39.410000Z,,0.149,,100.0,210.0,0,0.0,False,True,True,True,True,,0.06511,0.05388,0.04595,0.0099,0.00525,0.007907,0.99,15.26,3.786,10.299
data/processed/waveforms/smi-c-ISC-s-evid-e-644547991_BALB.mseed,smi:ISC/evid=644547991,BALB,KO,,HNE,strong_motion,0.01874,1.7849,31.63,2025-10-27T19:48:40.590000Z,,0.529,,100.0,210.0,0,0.0,False,True,True,True,True,,0.02571,0.04916,0.0318,0.01362,0.00752,0.003638,0.7678,20.38,0.424,6.618
data/processed/waveforms/smi-c-ISC-s-evid-e-644547991_GORD.mseed,smi:ISC/evid=644547991,GORD,KO,,HNE,strong_motion,0.04093,3.8235,43.36,2025-10-27T19:48:35.580000Z,2025-10-27T19:50:45.210000Z,0.565,0.063,100.0,210.0,0,0.0,False,True,True,True,True,,0.05566,0.05407,0.08581,0.05747,0.01466,0.019592,1.4948,13.76,1.052,6.508
data/processed/waveforms/smi-c-ISC-s-evid-e-644547991_SOMA.mseed,smi:ISC/evid=644547991,SOMA,KO,,HNE,strong_motion,0.01815,2.7773,30.36,2025-10-27T19:48:40.370000Z,,0.541,,100.0,210.0,0,0.0,False,True,True,True,True,,0.04351,0.03827,0.02929,0.01286,0.00852,0.004332,0.8009,21.0,0.571,6.984
data/processed/waveforms/smi-c-ISC-s-evid-e-644682322_DST.mseed,smi:ISC/evid=644682322,DST,KO,,HNE,strong_motion,2e-05,0.0184,,,,,,100.0,210.0,0,0.0,True,True,True,False,False,clipping_şüphesi,2e-05,2e-05,3e-05,2e-05,1e-05,0.0,0.0043,178.16,0.01,22.087
data/processed/waveforms/smi-c-ISC-s-evid-e-644682322_GOMA.mseed,smi:ISC/evid=644682322,GOMA,KO,,HNE,strong_motion,5e-05,0.0057,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,6e-05,8e-05,8e-05,2e-05,1e-05,0.0,0.0057,124.54,2.438,14.19
data/processed/waveforms/smi-c-ISC-s-evid-e-644682322_SHAP.mseed,smi:ISC/evid=644682322,SHAP,KO,,HNE,strong_motion,0.00017,0.0024,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,5e-05,2e-05,2e-05,1e-05,0.0,3e-06,0.0491,163.76,49.845,31.999
data/processed/waveforms/smi-c-ISC-s-evid-e-644682322_SIMA.mseed,smi:ISC/evid=644682322,SIMA,KO,,HHE,broadband,3e-05,0.0077,-0.75,2025-02-06T02:54:41.750000Z,2025-02-06T02:54:43.410000Z,0.009,0.104,100.0,210.0,0,0.0,False,True,True,False,True,,1e-05,1e-05,2e-05,1e-05,0.0,0.0,0.0059,186.8,39.122,31.986
data/processed/waveforms/smi-c-ISC-s-evid-e-644682322_SMAA.mseed,smi:ISC/evid=644682322,SMAA,KO,,HNE,strong_motion,7e-05,0.008,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00018,6e-05,3e-05,5e-05,1e-05,0.0,0.0192,180.11,3.376,19.863
data/processed/waveforms/smi-c-ISC-s-evid-e-645589932_AKDM.mseed,smi:ISC/evid=645589932,AKDM,KO,,HHE,broadband,0.00049,0.0641,17.92,2026-04-04T05:52:55.730000Z,2026-04-04T05:54:24.790000Z,0.418,0.038,100.0,210.0,0,0.0,False,True,True,False,True,,0.00071,0.00108,0.00131,0.00064,0.00036,8e-06,0.0456,40.82,1.643,5.195
data/processed/waveforms/smi-c-ISC-s-evid-e-645589932_GURO.mseed,smi:ISC/evid=645589932,GURO,KO,,HHE,broadband,0.00068,0.0389,6.87,2026-04-04T05:53:06.360000Z,2026-04-04T05:53:23.590000Z,0.223,0.14,100.0,210.0,0,0.0,False,True,True,False,True,,0.00085,0.00222,0.00118,0.00037,9e-05,1.3e-05,0.0453,27.84,3.438,4.711
data/processed/waveforms/smi-c-ISC-s-evid-e-645589932_MLAZ.mseed,smi:ISC/evid=645589932,MLAZ,KO,,HHE,broadband,0.00235,0.3162,13.3,2026-04-04T05:52:59.140000Z,2026-04-04T05:53:04.610000Z,0.223,0.159,100.0,210.0,0,0.0,False,True,True,False,True,,0.00253,0.00405,0.00682,0.00384,0.0032,0.000171,0.1982,36.18,1.338,3.203
data/processed/waveforms/smi-c-ISC-s-evid-e-645589932_TASB.mseed,smi:ISC/evid=645589932,TASB,KO,,HHE,broadband,0.00073,0.1604,7.84,2026-04-04T05:53:08.940000Z,2026-04-04T05:53:10.230000Z,0.297,0.1,100.0,210.0,0,0.0,False,True,True,False,True,,0.00074,0.00083,0.00103,0.00166,0.0013,1.2e-05,0.067,84.59,0.533,3.287
data/processed/waveforms/smi-c-ISC-s-evid-e-645616075_DST.mseed,smi:ISC/evid=645616075,DST,KO,,HNE,strong_motion,0.00265,0.0964,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00466,0.00453,0.00163,0.00096,0.00013,7.4e-05,0.1208,29.1,3.586,15.701
data/processed/waveforms/smi-c-ISC-s-evid-e-645616075_GEDZ.mseed,smi:ISC/evid=645616075,GEDZ,KO,,HHE,broadband,0.02466,0.4557,25.39,2026-04-11T14:32:04.680000Z,,0.547,,100.0,210.0,0,0.0,False,True,True,False,True,,0.02779,0.05562,0.01433,0.00638,0.00151,0.00199,0.4146,12.32,4.733,14.18
data/processed/waveforms/smi-c-ISC-s-evid-e-645616075_SHAP.mseed,smi:ISC/evid=645616075,SHAP,KO,,HNE,strong_motion,0.03314,0.7877,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.07608,0.0396,0.01429,0.00312,0.00093,0.002134,0.3978,11.86,6.881,12.014
data/processed/waveforms/smi-c-ISC-s-evid-e-645616075_SIMA.mseed,smi:ISC/evid=645616075,SIMA,KO,,HHE,broadband,0.0236,0.3976,30.75,2026-04-11T14:32:00.410000Z,2026-04-11T14:33:03.800000Z,0.565,0.376,100.0,210.0,0,0.0,False,True,True,False,True,,0.02125,0.02572,0.00516,0.00178,0.00066,0.004174,0.651,20.41,18.332,23.053
data/processed/waveforms/smi-c-ISC-s-evid-e-645616075_SMAA.mseed,smi:ISC/evid=645616075,SMAA,KO,,HNE,strong_motion,0.03783,2.002,8.78,2026-04-11T14:32:00.410000Z,2026-04-11T14:32:03.150000Z,0.564,0.155,100.0,210.0,0,0.0,False,True,True,True,True,,0.0507,0.07093,0.01601,0.01341,0.00168,0.005847,0.7096,17.56,4.905,17.246
data/processed/waveforms/smi-c-ISC-s-evid-e-645651999_BODA.mseed,smi:ISC/evid=645651999,BODA,KO,,HNE,strong_motion,7e-05,0.0038,,,,,,100.0,210.0,1,0.0095,False,True,True,False,False,has_gaps,0.0002,2e-05,1e-05,1e-05,1e-05,0.0,0.0188,172.88,48.35,19.396
data/processed/waveforms/smi-c-ISC-s-evid-e-645651999_BODT.mseed,smi:ISC/evid=645651999,BODT,KO,,HHE,broadband,1e-05,0.0015,,,,,,100.0,210.0,0,0.0,False,True,True,False,False,,1e-05,2e-05,2e-05,2e-05,1e-05,0.0,0.0029,168.82,23.251,16.189
data/processed/waveforms/smi-c-ISC-s-evid-e-645651999_DAT.mseed,smi:ISC/evid=645651999,DAT,KO,,HHE,broadband,2e-05,0.0023,,,,,,100.0,210.0,0,0.0,True,True,True,False,False,clipping_şüphesi,2e-05,5e-05,3e-05,2e-05,1e-05,0.0,0.003,81.38,1.528,7.284
data/processed/waveforms/smi-c-ISC-s-evid-e-645651999_DATC.mseed,smi:ISC/evid=645651999,DATC,KO,,HNE,strong_motion,0.001,0.0328,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.0028,0.00047,0.0001,5e-05,3e-05,9e-05,0.2619,183.36,7.638,21.505
data/processed/waveforms/smi-c-ISC-s-evid-e-645651999_DIDI.mseed,smi:ISC/evid=645651999,DIDI,KO,,HNE,strong_motion,0.00078,0.0645,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00174,0.0003,4e-05,3e-05,2e-05,0.000102,0.2897,179.24,46.441,28.249
data/processed/waveforms/smi-c-ISC-s-evid-e-645651999_GMLD.mseed,smi:ISC/evid=645651999,GMLD,KO,,HNE,strong_motion,7e-05,0.0357,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,7e-05,0.0001,2e-05,1e-05,1e-05,1e-06,0.0314,173.89,34.032,27.898
data/processed/waveforms/us10001rdw_BODT.mseed,us10001rdw,BODT,KO,,BHE,broadband,0.00044,0.0231,20.0,2015-03-27T23:35:19.220000Z,2015-03-27T23:35:38.160000Z,0.505,0.328,50.0,210.0,0,0.0,False,True,True,False,True,,0.00078,0.00162,0.0006,0.00021,5e-05,5e-06,0.0415,49.68,4.276,7.652
data/processed/waveforms/us10001rdw_DATC.mseed,us10001rdw,DATC,KO,,HNE,strong_motion,0.00188,0.1108,,,,,,100.0,180.0,0,0.0,False,True,True,True,False,,0.00288,0.0063,0.00333,0.00085,0.00064,5.5e-05,0.1369,87.51,5.639,13.003
data/processed/waveforms/us10001rdw_MRSB.mseed,us10001rdw,MRSB,KO,,HNE,strong_motion,0.00148,0.056,3.05,2015-03-27T23:35:44.010000Z,,0.096,,100.0,210.0,0,0.0,False,True,True,True,True,,0.00243,0.00407,0.00219,0.00018,6e-05,4.4e-05,0.138,115.34,3.138,16.703
data/processed/waveforms/us10001rdw_YKAV.mseed,us10001rdw,YKAV,KO,,HNE,strong_motion,0.00038,0.031,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00063,0.00077,0.00078,0.00023,0.0001,6e-06,0.0636,160.86,4.009,24.885
data/processed/waveforms/us10001udq_BODT.mseed,us10001udq,BODT,KO,,BHE,broadband,5e-05,0.0038,4.77,2015-04-06T16:43:04.600000Z,,0.274,,50.0,209.98,0,0.0,False,True,True,False,True,,4e-05,6e-05,5e-05,2e-05,1e-05,0.0,0.0167,191.52,21.652,15.417
data/processed/waveforms/us10001udq_DALY.mseed,us10001udq,DALY,KO,,BHE,broadband,3e-05,0.0027,2.23,2015-04-06T16:43:34.740000Z,,0.043,,50.0,209.98,0,0.0,False,True,True,False,True,,5e-05,9e-05,7e-05,3e-05,2e-05,0.0,0.0034,58.24,1.138,5.335
data/processed/waveforms/us10001udq_FETY.mseed,us10001udq,FETY,KO,,BHE,broadband,2e-05,0.0017,,,,,,50.0,209.98,0,0.0,False,True,True,False,False,,3e-05,5e-05,3e-05,2e-05,1e-05,0.0,0.0027,103.16,1.171,5.658
data/processed/waveforms/us10001udq_YKAV.mseed,us10001udq,YKAV,KO,,HNE,strong_motion,0.00033,0.0304,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00011,4e-05,4e-05,3e-05,1e-05,7e-06,0.0754,179.66,25.575,34.491
data/processed/waveforms/us10002l9m_AKDM.mseed,us10002l9m,AKDM,KO,,HHE,broadband,0.00076,0.0778,23.55,2015-06-23T22:35:29.000000Z,,0.497,,100.0,210.0,0,0.0,False,True,True,False,True,,0.00157,0.00201,0.00151,0.00085,0.00012,1.5e-05,0.0482,23.16,1.8,9.753
data/processed/waveforms/us10002l9m_CLDR.mseed,us10002l9m,CLDR,KO,,BHE,broadband,0.00046,0.0357,15.19,2015-06-23T22:35:34.220000Z,,0.282,,50.0,210.0,0,0.0,False,True,True,False,True,,0.00068,0.0019,0.00049,0.00041,0.00021,5e-06,0.0306,31.26,4.957,5.46
data/processed/waveforms/us10002l9m_ERCV.mseed,us10002l9m,ERCV,KO,,HNE,strong_motion,0.00709,0.2752,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.02339,0.00915,0.00301,0.00169,0.00029,0.000341,0.207,18.96,5.952,10.373
data/processed/waveforms/us10002l9m_MLAZ.mseed,us10002l9m,MLAZ,KO,,HHE,broadband,0.00044,0.0549,,,,,,100.0,210.0,0,0.0,False,True,True,False,False,,0.00063,0.00128,0.00108,0.00071,0.00032,7e-06,0.0444,43.76,1.019,5.095
data/processed/waveforms/us10002l9m_VANB.mseed,us10002l9m,VANB,KO,,HHE,broadband,0.00345,0.1914,33.98,2015-06-23T22:35:26.680000Z,,0.563,,100.0,210.0,0,0.0,False,True,True,False,True,,0.00423,0.00835,0.00855,0.00212,0.00029,0.000121,0.1053,14.64,1.943,4.183
data/processed/waveforms/us10002lbs_BODT.mseed,us10002lbs,BODT,KO,,BHE,broadband,0.00014,0.017,20.1,2015-06-24T08:37:34.100000Z,2015-06-24T08:37:48.640000Z,0.547,0.53,50.0,209.98,0,0.0,False,True,True,False,True,,0.00021,0.00027,0.0001,4e-05,1e-05,0.0,0.0063,56.98,6.233,8.578
data/processed/waveforms/us10002lbs_DAT.mseed,us10002lbs,DAT,KO,,BHE,broadband,0.00064,0.02,3.95,2015-06-24T08:37:35.200000Z,2015-06-24T08:37:49.940000Z,0.224,0.208,50.0,209.98,0,0.0,False,True,True,False,True,,0.00164,0.00153,0.00027,0.00017,5e-05,2e-06,0.0184,36.76,4.638,6.918
data/processed/waveforms/us10002lbs_DIDI.mseed,us10002lbs,DIDI,KO,,HNE,strong_motion,0.00077,0.0225,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00105,0.00061,0.00012,9e-05,5e-05,9e-05,0.2686,188.16,6.909,25.215
data/processed/waveforms/us10002lbs_MLSB.mseed,us10002lbs,MLSB,KO,,BHE,broadband,0.00014,0.0077,3.22,2015-06-24T08:37:37.940000Z,2015-06-24T08:37:54.140000Z,0.238,0.378,50.0,209.98,0,0.0,False,True,True,False,True,,0.00018,0.00033,0.0001,4e-05,1e-05,0.0,0.0033,35.26,3.405,6.294
data/processed/waveforms/us10002w89_CEYT.mseed,us10002w89,CEYT,KO,,BHE,broadband,0.00263,0.1414,,,,,,50.0,209.98,0,0.0,False,True,True,False,False,,0.0052,0.00833,0.00634,0.00148,0.00051,0.000148,0.1492,20.94,2.01,6.156
data/processed/waveforms/us10002w89_KRTS.mseed,us10002w89,KRTS,KO,,BHE,broadband,0.01481,0.2833,11.06,2015-07-29T22:01:04.660000Z,,0.434,,50.0,209.98,0,0.0,False,True,True,False,True,,0.02167,0.01641,0.00876,0.00392,0.00166,0.002461,0.4565,13.5,14.838,10.865
data/processed/waveforms/us10002w89_MERS.mseed,us10002w89,MERS,KO,,BHE,broadband,0.00766,0.3113,32.64,2015-07-29T22:01:06.140000Z,,0.564,,50.0,209.98,0,0.0,False,True,True,False,True,,0.01259,0.01569,0.01498,0.00435,0.00069,0.000317,0.1995,20.54,1.781,6.985
data/processed/waveforms/us10002w89_SLFK.mseed,us10002w89,SLFK,KO,,HNE,strong_motion,0.00755,0.3232,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.01856,0.03259,0.00677,0.00182,0.00029,0.000789,0.3082,21.04,3.762,8.332
data/processed/waveforms/us1000339b_ANTB.mseed,us1000339b,ANTB,KO,,BHE,broadband,0.00012,0.0145,,,,,,50.0,209.98,0,0.0,False,True,True,False,False,,0.00014,0.00029,0.00036,0.00023,9e-05,1e-06,0.0176,74.82,1.19,3.517
data/processed/waveforms/us1000339b_DEMR.mseed,us1000339b,DEMR,KO,,HNE,strong_motion,0.00015,0.0237,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00017,0.00024,0.00021,0.00017,7e-05,2e-06,0.0393,177.04,36.027,29.055
data/processed/waveforms/us1000339b_KEMT.mseed,us1000339b,KEMT,KO,,HNE,strong_motion,0.00103,0.0587,,,,,,100.0,180.0,0,0.0,False,True,True,True,False,,0.00127,0.00194,0.0024,0.0003,8e-05,2.6e-05,0.0791,34.15,2.778,6.211
data/processed/waveforms/us1000339b_LEF.mseed,us1000339b,LEF,KO,,BHE,broadband,0.00033,0.0229,12.85,2015-08-18T21:20:07.220000Z,2015-08-18T21:20:26.760000Z,0.321,0.049,50.0,210.0,0,0.0,False,True,True,False,True,,0.00058,0.0009,0.0008,0.00023,7e-05,3e-06,0.0296,47.88,2.8,4.947
data/processed/waveforms/us10003ksq_DEMR.mseed,us10003ksq,DEMR,KO,,HNE,strong_motion,0.01447,0.9515,7.43,2015-10-06T21:27:39.690000Z,,0.332,,100.0,180.0,0,0.0,False,True,True,True,True,,0.03153,0.02891,0.01329,0.00281,0.00084,0.001543,0.3554,11.2,3.616,10.524
data/processed/waveforms/us10003ksq_ELL.mseed,us10003ksq,ELL,KO,,BHE,broadband,0.00101,0.1619,21.35,2015-10-06T21:27:46.060000Z,,0.458,,50.0,180.0,0,0.0,False,True,True,False,True,,0.00159,0.00218,0.00323,0.00243,0.00039,4.2e-05,0.0957,34.08,1.911,4.856
data/processed/waveforms/us10003ksq_FETY.mseed,us10003ksq,FETY,KO,,BHE,broadband,0.00323,0.2179,30.88,2015-10-06T21:27:49.420000Z,2015-10-06T21:28:02.040000Z,0.559,0.423,50.0,210.0,0,0.0,False,True,True,False,True,,0.0049,0.00726,0.00391,0.00221,0.00063,0.000117,0.1392,27.78,1.195,7.743
data/processed/waveforms/us10003ksq_KEMT.mseed,us10003ksq,KEMT,KO,,HNE,strong_motion,0.01119,0.8348,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.01368,0.01644,0.04376,0.00548,0.00095,0.002738,0.5752,19.62,2.105,4.06
data/processed/waveforms/us10003mgj_HKOY.mseed,us10003mgj,HKOY,KO,,HNE,strong_motion,0.00679,0.2849,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.01348,0.01157,0.01444,0.00387,0.00076,0.00037,0.2035,18.31,2.114,6.691
data/processed/waveforms/us10003mgj_KUPE.mseed,us10003mgj,KUPE,KO,,HNE,strong_motion,0.00557,0.3414,,,,,,100.0,180.0,0,0.0,False,True,True,True,False,,0.01011,0.01189,0.00952,0.00416,0.0005,0.000204,0.1253,8.57,2.005,7.427
data/processed/waveforms/us10003mgj_RSDY.mseed,us10003mgj,RSDY,KO,,BHE,broadband,0.00264,0.1917,34.45,2015-10-09T14:39:27.220000Z,,0.563,,50.0,210.0,0,0.0,False,True,True,False,True,,0.00396,0.00419,0.0074,0.00276,0.00047,0.000123,0.143,25.22,1.414,4.727
data/processed/waveforms/us10003mgj_TOKT.mseed,us10003mgj,TOKT,KO,,HHE,broadband,0.00357,0.2142,12.95,2015-10-09T14:39:24.420000Z,,0.468,,100.0,180.0,0,0.0,False,True,True,False,True,,0.00443,0.00769,0.00681,0.0018,0.0003,6.4e-05,0.0695,12.25,1.211,6.565
data/processed/waveforms/us100041yx_ARPRA.mseed,us100041yx,ARPRA,KO,,HNE,strong_motion,0.00529,0.3135,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.01616,0.01612,0.00406,0.0022,0.00221,0.000486,0.2701,23.84,4.052,8.236
data/processed/waveforms/us100041yx_DARE.mseed,us100041yx,DARE,KO,,BHE,broadband,0.00365,0.1375,28.14,2015-11-29T00:28:16.640000Z,,0.554,,50.0,209.98,0,0.0,False,True,True,False,True,,0.01039,0.00422,0.00247,0.00103,0.00051,9.6e-05,0.1015,15.58,9.4,9.279
data/processed/waveforms/us100041yx_ILIC.mseed,us100041yx,ILIC,KO,,BHE,broadband,0.00554,0.0801,19.47,2015-11-29T00:28:24.760000Z,,0.469,,50.0,209.98,0,0.0,False,True,True,False,True,,0.00851,0.00216,0.00075,0.00022,0.00015,0.000427,0.2388,21.46,13.114,12.901
data/processed/waveforms/us100041yx_MALT.mseed,us100041yx,MALT,KO,,HHE,broadband,0.00271,0.1463,16.05,2015-11-29T00:28:22.400000Z,,0.489,,100.0,210.0,0,0.0,False,True,True,False,True,,0.00566,0.00467,0.0049,0.00157,0.00045,6.9e-05,0.084,12.22,2.847,7.042
data/processed/waveforms/us100042v4_BNGB.mseed,us100042v4,BNGB,KO,,BHE,broadband,0.00494,0.2815,35.19,2015-12-02T23:27:16.260000Z,2015-12-02T23:29:27.100000Z,0.539,0.019,50.0,179.98,0,0.0,False,True,True,False,True,,0.01337,0.01301,0.00975,0.00233,0.00269,0.000243,0.1738,17.96,0.611,7.957
data/processed/waveforms/us100042v4_ERZN.mseed,us100042v4,ERZN,KO,,BHE,broadband,0.01001,0.2935,31.35,2015-12-02T23:27:17.380000Z,,0.56,,50.0,209.98,0,0.0,False,True,True,False,True,,0.03212,0.0313,0.00549,0.00232,0.0018,0.000812,0.2867,14.92,7.867,8.164
data/processed/waveforms/us100042v4_KARO.mseed,us100042v4,KARO,KO,,HHE,broadband,0.00551,0.4485,25.56,2015-12-02T23:27:20.110000Z,2015-12-02T23:27:24.280000Z,0.549,0.501,100.0,125.89,0,0.0,False,True,True,False,True,,0.00913,0.01562,0.01253,0.00806,0.00229,0.000666,0.3373,25.73,0.868,4.784
data/processed/waveforms/us100042v4_YEDI.mseed,us100042v4,YEDI,KO,,BHE,broadband,0.0309,0.8674,35.59,2015-12-02T23:27:13.720000Z,,0.564,,50.0,179.98,0,0.0,False,True,True,False,True,,0.06312,0.10019,0.01678,0.01159,0.0029,0.004708,0.5721,9.92,5.05,6.648
data/processed/waveforms/us100044xr_BNGB.mseed,us100044xr,BNGB,KO,,BHE,broadband,0.00086,0.0479,15.37,2015-12-07T23:27:26.900000Z,,0.369,,50.0,209.98,0,0.0,False,True,True,False,True,,0.00107,0.00151,0.00134,0.00029,9e-05,8e-06,0.027,13.22,2.662,7.145
data/processed/waveforms/us100044xr_ERZN.mseed,us100044xr,ERZN,KO,,BHE,broadband,0.00053,0.0232,7.33,2015-12-07T23:27:28.440000Z,,0.094,,50.0,209.98,0,0.0,False,True,True,False,True,,0.00107,0.00108,0.00048,0.00024,0.00011,4e-06,0.0256,19.66,16.667,8.506
data/processed/waveforms/us100044xr_KARO.mseed,us100044xr,KARO,KO,,HHE,broadband,0.00093,0.0571,8.57,2015-12-07T23:27:30.370000Z,2015-12-07T23:27:41.820000Z,0.34,0.14,100.0,210.0,0,0.0,False,True,True,False,True,,0.00124,0.00276,0.00181,0.00093,0.00014,2.1e-05,0.0553,26.26,1.486,4.402
data/processed/waveforms/us100044xr_YEDI.mseed,us100044xr,YEDI,KO,,BHE,broadband,0.00391,0.1958,14.38,2015-12-07T23:27:23.760000Z,,0.492,,50.0,209.98,0,0.0,False,True,True,False,True,,0.00667,0.01158,0.00301,0.00095,0.00019,9.9e-05,0.0801,8.04,5.124,6.833
data/processed/waveforms/us100049m3_BODT.mseed,us100049m3,BODT,KO,,BHE,broadband,0.0004,0.0354,25.29,2015-12-26T11:01:18.000000Z,2015-12-26T11:01:40.780000Z,0.516,0.261,50.0,210.0,0,0.0,False,True,True,False,True,,0.00057,0.00085,0.00077,0.00044,8e-05,5e-06,0.0399,50.48,1.538,5.008
data/processed/waveforms/us100049m3_DAT.mseed,us100049m3,DAT,KO,,BHE,broadband,0.00199,0.1229,14.7,2015-12-26T11:01:14.400000Z,2015-12-26T11:01:30.900000Z,0.457,0.238,50.0,180.0,0,0.0,False,True,True,False,True,,0.00233,0.00651,0.00561,0.00091,0.00015,6.9e-05,0.1088,29.96,2.005,4.754
data/processed/waveforms/us100049m3_FETY.mseed,us100049m3,FETY,KO,,BHE,broadband,0.00046,0.0687,20.57,2015-12-26T11:01:21.980000Z,2015-12-26T11:01:51.640000Z,0.381,0.213,50.0,210.0,0,0.0,False,True,True,False,True,,0.00049,0.00065,0.00087,0.00134,0.00059,7e-06,0.0441,56.78,0.957,3.814
data/processed/waveforms/us100049m3_YKAV.mseed,us100049m3,YKAV,KO,,HNE,strong_motion,0.00059,0.0509,,,,,,100.0,210.0,0,0.0,False,True,True,True,False,,0.00076,0.00115,0.00183,0.00101,0.00011,5e-06,0.0388,48.71,1.381,10.913
data/processed/waveforms/us10004dbv_CANT.mseed,us10004dbv,CANT,KO,,BHE,broadband,0.00055,0.0306,16.77,2016-01-10T17:41:10.720000Z,2016-01-10T17:43:20.060000Z,0.473,0.017,50.0,209.98,0,0.0,False,True,True,False,True,,0.00132,0.00184,0.00126,0.00045,0.00012,1e-05,0.049,42.58,2.633,6.094
