event_id,station,network,location,channel_used,instrument_type_used,event_latitude,event_longitude,depth_km,station_latitude,station_longitude,epicentral_distance_km,hypocentral_distance_km,magnitude,mag_type,mw_estimate,time_utc,pga_g,pgv_cms,snr_db,vs30_ms,nehrp_site_class,has_strong_motion,sa_g_0_1s,sa_g_0_2s,sa_g_0_5s,sa_g_1_0s,sa_g_2_0s,arias_intensity_ms,cav_ms,duration_5_95_sec,fas_dominant_freq_hz,fas_mean_freq_hz,p_pick_time,s_pick_time,p_pick_confidence,s_pick_confidence,response_removed_ok,usable_for_engineering,usable_for_phase_picking,qc_flags,file
us6000jlrq,TUNC,KO,,HNE,strong_motion,38.0519,36.864,18.833,39.6942,37.5388,191.73,192.65,4.6,mb,,2023-02-06 12:54:39.920000+00:00,0.00028,0.02,,558.0,C,True,0.00014,0.00022,0.0003,0.00025,0.0001,8e-06,0.0754,177.04,16.18,17.642,,,,,True,True,False,,data/processed/waveforms/us6000jlrq_TUNC.mseed
us6000jlrq,KRTS,KO,,HNE,strong_motion,38.0519,36.864,18.833,36.573,35.375,210.67,211.51,4.6,mb,,2023-02-06 12:54:39.920000+00:00,9e-05,0.0129,,313.0,D,True,9e-05,0.00021,0.0004,8e-05,3e-05,0.0,0.0154,147.12,1.371,17.354,,,,,True,True,False,,data/processed/waveforms/us6000jlrq_KRTS.mseed
us6000jlrq,KOZK,KO,,HNE,strong_motion,38.0519,36.864,18.833,39.2101,34.868,215.97,216.79,4.6,mb,,2023-02-06 12:54:39.920000+00:00,0.00016,0.0179,,520.0,C,True,0.00013,0.0002,0.00024,0.00038,7e-05,2e-06,0.0365,174.65,0.952,25.997,,,,,True,True,False,,data/processed/waveforms/us6000jlrq_KOZK.mseed
us6000jlrt,SARI,KO,,HHE,broadband,38.1156,36.6841,10.0,38.4072,36.4181,39.88,41.11,4.5,mb,,2023-02-06 13:00:18.127000+00:00,0.0029,0.093,7.52,740.0,C,False,0.00753,0.00946,0.00206,0.0004,0.0001,9.2e-05,0.1129,13.7,5.819,9.704,2023-02-06T13:00:28.310000Z,,0.335,,True,False,True,,data/processed/waveforms/us6000jlrt_SARI.mseed
us6000jlrt,KMRS,KO,,HHE,broadband,38.1156,36.6841,10.0,37.5087,36.9,70.1,70.81,4.5,mb,,2023-02-06 13:00:18.127000+00:00,0.00153,0.0743,4.91,314.0,D,False,0.00175,0.00445,0.00216,0.00034,6e-05,9e-06,0.0398,36.45,2.757,6.563,2023-02-06T13:00:20.230000Z,2023-02-06T13:00:29.020000Z,0.401,0.538,True,False,True,,data/processed/waveforms/us6000jlrt_KMRS.mseed
us6000jlrt,DARE,KO,,HHE,broadband,38.1156,36.6841,10.0,38.5712,37.4832,86.16,86.74,4.5,mb,,2023-02-06 13:00:18.127000+00:00,0.00053,0.0173,8.39,510.0,C,False,0.00179,0.00133,0.00043,0.00014,4e-05,5e-06,0.042,142.3,7.0,9.642,2023-02-06T13:00:24.580000Z,,0.307,,True,False,True,clipping_şüphesi,data/processed/waveforms/us6000jlrt_DARE.mseed
us6000jlrt,CMRD,KO,,HNE,strong_motion,38.1156,36.6841,10.0,37.6623,34.9902,156.96,157.28,4.5,mb,,2023-02-06 13:00:18.127000+00:00,0.0002,0.0194,,426.0,C,True,0.00023,0.00024,0.00044,0.00015,5e-05,1e-06,0.0238,174.55,49.531,19.352,,,,,True,True,False,,data/processed/waveforms/us6000jlrt_CMRD.mseed
us6000jlrt,TUNC,KO,,HNE,strong_motion,38.1156,36.6841,10.0,39.6942,37.5388,190.47,190.73,4.5,mb,,2023-02-06 13:00:18.127000+00:00,0.00046,0.0274,,558.0,C,True,0.00057,0.00112,0.00087,0.00022,4e-05,4e-06,0.0445,107.63,16.256,11.57,,,,,True,True,False,,data/processed/waveforms/us6000jlrt_TUNC.mseed
us6000jlrt,KOZK,KO,,HNE,strong_motion,38.1156,36.6841,10.0,39.2101,34.868,199.18,199.43,4.5,mb,,2023-02-06 13:00:18.127000+00:00,0.00029,0.0226,,520.0,C,True,0.00031,0.00064,0.00053,0.00025,5e-05,3e-06,0.0418,156.12,1.562,23.285,,,,,True,True,False,,data/processed/waveforms/us6000jlrt_KOZK.mseed
us6000jlrt,YOZ,KO,,HHE,broadband,38.1156,36.6841,10.0,39.6376,35.3152,206.59,206.83,4.5,mb,,2023-02-06 13:00:18.127000+00:00,0.00026,0.0156,7.88,588.0,C,False,0.0003,0.00063,0.00032,0.00012,2e-05,1e-06,0.0173,45.57,2.871,13.051,2023-02-06T13:01:21.730000Z,,0.308,,True,False,True,,data/processed/waveforms/us6000jlrt_YOZ.mseed
us6000jlrv,DARE,KO,,HHE,broadband,38.0384,37.371,16.904,38.5712,37.4832,60.05,62.38,5.0,mb,,2023-02-06 13:07:45.076000+00:00,0.00072,0.0367,14.1,510.0,C,False,0.00189,0.00244,0.00077,0.0003,0.00013,9e-06,0.0454,168.19,4.972,8.012,2023-02-06T13:08:03.240000Z,,0.299,,True,False,False,"has_gaps,clipping_şüphesi",data/processed/waveforms/us6000jlrv_DARE.mseed
us6000jlrv,KMRS,KO,,HHE,broadband,38.0384,37.371,16.904,37.5087,36.9,71.99,73.95,5.0,mb,,2023-02-06 13:07:45.076000+00:00,0.00086,0.07,3.63,314.0,D,False,0.00162,0.00163,0.00229,0.00066,0.00018,1e-05,0.0532,128.98,2.383,7.38,2023-02-06T13:08:05.540000Z,2023-02-06T13:08:12.000000Z,0.148,0.056,True,False,True,,data/processed/waveforms/us6000jlrv_KMRS.mseed
us6000jlrv,SARI,KO,,HHE,broadband,38.0384,37.371,16.904,38.4072,36.4181,92.79,94.32,5.0,mb,,2023-02-06 13:07:45.076000+00:00,0.00081,0.0235,4.34,740.0,C,False,0.00257,0.00143,0.0004,0.00028,7e-05,1.3e-05,0.0794,157.26,6.204,10.952,2023-02-06T13:07:48.600000Z,2023-02-06T13:08:14.370000Z,0.052,0.075,True,False,True,,data/processed/waveforms/us6000jlrv_SARI.mseed
us6000jlrv,TUNC,KO,,HNE,strong_motion,38.0384,37.371,16.904,39.6942,37.5388,184.69,185.46,5.0,mb,,2023-02-06 13:07:45.076000+00:00,0.00021,0.0185,,558.0,C,True,0.00025,0.00047,0.00075,0.0003,6e-05,2e-06,0.0322,178.56,1.652,11.159,,,,,True,True,False,,data/processed/waveforms/us6000jlrv_TUNC.mseed
us6000jlrv,CMRD,KO,,HNE,strong_motion,38.0384,37.371,16.904,37.6623,34.9902,213.17,213.84,5.0,mb,,2023-02-06 13:07:45.076000+00:00,7e-05,0.0057,,426.0,C,True,8e-05,0.00014,8e-05,7e-05,3e-05,1e-06,0.0221,177.21,49.569,24.211,,,,,True,False,False,"has_gaps,clipping_şüphesi",data/processed/waveforms/us6000jlrv_CMRD.mseed
us6000jlrv,KRTS,KO,,HNE,strong_motion,38.0384,37.371,16.904,36.573,35.375,240.23,240.82,5.0,mb,,2023-02-06 13:07:45.076000+00:00,0.00038,0.0228,,313.0,D,True,0.00063,0.00165,0.00056,0.00011,5e-05,3e-06,0.0341,79.31,2.49,11.595,,,,,True,True,False,,data/processed/waveforms/us6000jlrv_KRTS.mseed
us6000jlrv,RFHY,KO,,HNE,strong_motion,38.0384,37.371,16.904,39.927,38.833,245.08,245.66,5.0,mb,,2023-02-06 13:07:45.076000+00:00,0.00011,0.1711,,739.0,C,True,0.00011,0.00016,0.00029,0.0005,0.00011,1e-06,0.0207,100.22,1.019,9.074,,,,,True,False,False,clipping_şüphesi,data/processed/waveforms/us6000jlrv_RFHY.mseed
us6000jlry,SARI,KO,,HHE,broadband,38.0104,36.6564,10.0,38.4072,36.4181,48.79,49.8,4.7,mb,,2023-02-06 13:11:56.990000+00:00,0.00444,0.102,8.9,740.0,C,False,0.0151,0.00758,0.00183,0.00055,0.00014,0.000163,0.1912,39.1,8.638,10.222,2023-02-06T13:12:03.080000Z,2023-02-06T13:12:14.330000Z,0.3,0.295,True,False,True,,data/processed/waveforms/us6000jlry_SARI.mseed
us6000jlry,KMRS,KO,,HHE,broadband,38.0104,36.6564,10.0,37.5087,36.9,59.76,60.59,4.7,mb,,2023-02-06 13:11:56.990000+00:00,0.00267,0.1461,1.17,314.0,D,False,0.00322,0.00742,0.0035,0.00107,0.00036,6.6e-05,0.1092,41.01,4.028,6.146,2023-02-06T13:12:03.480000Z,2023-02-06T13:12:08.730000Z,0.53,0.536,True,False,True,,data/processed/waveforms/us6000jlry_KMRS.mseed
us6000jlry,KOZT,KO,,HHE,broadband,38.0104,36.6564,10.0,37.4795,35.8264,93.87,94.4,4.7,mb,,2023-02-06 13:11:56.990000+00:00,0.00081,0.0516,13.59,567.0,C,False,0.00105,0.00157,0.00171,0.00081,0.00011,1.9e-05,0.0701,45.25,2.614,3.73,2023-02-06T13:12:13.100000Z,2023-02-06T13:12:14.480000Z,0.236,0.289,True,False,True,,data/processed/waveforms/us6000jlry_KOZT.mseed
us6000jlry,CMRD,KO,,HNE,strong_motion,38.0104,36.6564,10.0,37.6623,34.9902,151.35,151.68,4.7,mb,,2023-02-06 13:11:56.990000+00:00,0.00025,0.0191,0.44,426.0,C,True,0.00033,0.00035,0.00039,0.00019,7e-05,2e-06,0.0302,140.04,49.312,14.816,2023-02-06T13:13:17.480000Z,,0.01,,True,True,True,,data/processed/waveforms/us6000jlry_CMRD.mseed
us6000jlry,KRTS,KO,,HNE,strong_motion,38.0104,36.6564,10.0,36.573,35.375,195.94,196.2,4.7,mb,,2023-02-06 13:11:56.990000+00:00,0.00044,0.019,,313.0,D,True,0.00055,0.00132,0.00036,0.00012,4e-05,3e-06,0.0364,110.26,3.0,13.324,,,,,True,True,False,,data/processed/waveforms/us6000jlry_KRTS.mseed
us6000jlry,TUNC,KO,,HNE,strong_motion,38.0104,36.6564,10.0,39.6942,37.5388,202.22,202.47,4.7,mb,,2023-02-06 13:11:56.990000+00:00,0.00016,0.0165,,558.0,C,True,0.00017,0.00029,0.00046,0.00025,5e-05,1e-06,0.0301,168.2,1.79,10.622,,,,,True,True,False,,data/processed/waveforms/us6000jlry_TUNC.mseed
us6000jlry,KOZK,KO,,HNE,strong_motion,38.0104,36.6564,10.0,39.2101,34.868,204.79,205.03,4.7,mb,,2023-02-06 13:11:56.990000+00:00,0.00021,0.0223,-1.26,520.0,C,True,0.00018,0.00038,0.00048,0.00031,0.00011,3e-06,0.0444,148.56,0.795,20.861,2023-02-06T13:13:30.050000Z,,0.021,,True,True,True,,data/processed/waveforms/us6000jlry_KOZK.mseed
us6000jls0,SARI,KO,,HHE,broadband,37.9951,36.3843,10.0,38.4072,36.4181,45.92,47.0,4.9,mb,,2023-02-06 13:17:42.209000+00:00,0.00776,0.2049,15.78,740.0,C,False,0.02418,0.02657,0.00337,0.00093,0.00036,0.000392,0.2217,25.95,5.328,10.595,2023-02-06T13:17:50.330000Z,2023-02-06T13:20:13.520000Z,0.486,0.214,True,False,True,,data/processed/waveforms/us6000jls0_SARI.mseed
us6000jls0,KMRS,KO,,HHE,broadband,37.9951,36.3843,10.0,37.5087,36.9,70.58,71.28,4.9,mb,,2023-02-06 13:17:42.209000+00:00,0.00447,0.2789,24.04,314.0,D,False,0.00607,0.01321,0.01009,0.00193,0.00035,0.000119,0.1069,10.99,1.933,5.391,2023-02-06T13:17:55.290000Z,2023-02-06T13:20:29.630000Z,0.557,0.098,True,False,True,,data/processed/waveforms/us6000jls0_KMRS.mseed
us6000jls0,KOZT,KO,,HHE,broadband,37.9951,36.3843,10.0,37.4795,35.8264,75.46,76.12,4.9,mb,,2023-02-06 13:17:42.209000+00:00,0.00096,0.103,5.71,567.0,C,False,0.00101,0.00163,0.00358,0.0017,0.00023,2.5e-05,0.068,22.72,1.914,2.952,2023-02-06T13:17:54.710000Z,2023-02-06T13:18:02.340000Z,0.448,0.413,True,False,True,,data/processed/waveforms/us6000jls0_KOZT.mseed
us6000jls0,CMRD,KO,,HNE,strong_motion,37.9951,36.3843,10.0,37.6623,34.9902,127.91,128.3,4.9,mb,,2023-02-06 13:17:42.209000+00:00,0.00035,0.0448,7.81,426.0,C,True,0.00038,0.00066,0.00084,0.00049,0.00012,2e-06,0.0313,127.35,49.398,13.21,2023-02-06T13:18:29.980000Z,2023-02-06T13:18:32.090000Z,0.149,0.137,True,True,True,,data/processed/waveforms/us6000jls0_CMRD.mseed
us6000jls0,KRTS,KO,,HNE,strong_motion,37.9951,36.3843,10.0,36.573,35.375,181.6,181.88,4.9,mb,,2023-02-06 13:17:42.209000+00:00,0.00029,0.0273,,313.0,D,True,0.00034,0.00066,0.00064,0.00028,7e-05,2e-06,0.0353,104.84,2.786,14.168,,,,,True,True,False,,data/processed/waveforms/us6000jls0_KRTS.mseed
us6000jls0,KOZK,KO,,HNE,strong_motion,37.9951,36.3843,10.0,39.2101,34.868,188.71,188.97,4.9,mb,,2023-02-06 13:17:42.209000+00:00,0.00029,0.0332,8.25,520.0,C,True,0.00029,0.00054,0.00055,0.00056,0.00011,4e-06,0.05,121.51,0.805,18.642,2023-02-06T13:18:16.760000Z,2023-02-06T13:18:41.290000Z,0.152,0.088,True,True,True,,data/processed/waveforms/us6000jls0_KOZK.mseed
us6000jls0,YOZ,KO,,HHE,broadband,37.9951,36.3843,10.0,39.6376,35.3152,204.78,205.02,4.9,mb,,2023-02-06 13:17:42.209000+00:00,0.00041,0.0339,6.15,588.0,C,False,0.00045,0.00085,0.00087,0.00024,6e-05,3e-06,0.0265,41.03,2.233,6.958,2023-02-06T13:18:18.450000Z,2023-02-06T13:18:43.420000Z,0.089,0.321,True,False,True,,data/processed/waveforms/us6000jls0_YOZ.mseed
us6000jls3,DARE,KO,,HHE,broadband,38.0166,37.7013,10.0,38.5712,37.4832,64.54,65.31,5.3,mb,,2023-02-06 13:39:24.254000+00:00,0.00246,0.169,23.3,510.0,C,False,0.00552,0.0049,0.0023,0.00128,0.00052,5.2e-05,0.0933,22.2,1.328,8.582,2023-02-06T13:39:33.960000Z,,0.518,,True,False,True,clipping_şüphesi,data/processed/waveforms/us6000jls3_DARE.mseed
us6000jls3,KMRS,KO,,HHE,broadband,38.0166,37.7013,10.0,37.5087,36.9,90.28,90.83,5.3,mb,,2023-02-06 13:39:24.254000+00:00,0.0039,0.278,6.61,314.0,D,False,0.00609,0.00787,0.00796,0.00322,0.00077,0.00012,0.142,17.63,1.767,5.833,2023-02-06T13:39:41.660000Z,2023-02-06T13:39:50.400000Z,0.195,0.438,True,False,True,,data/processed/waveforms/us6000jls3_KMRS.mseed
us6000jls3,TUNC,KO,,HNE,strong_motion,38.0166,37.7013,10.0,39.6942,37.5388,187.07,187.34,5.3,mb,,2023-02-06 13:39:24.254000+00:00,0.00042,0.0473,,558.0,C,True,0.00044,0.00087,0.00145,0.00097,0.00022,8e-06,0.0535,59.54,1.914,4.538,,,,,True,True,False,,data/processed/waveforms/us6000jls3_TUNC.mseed
us6000jls3,RFHY,KO,,HNE,strong_motion,38.0166,37.7013,10.0,39.927,38.833,233.87,234.08,5.3,mb,,2023-02-06 13:39:24.254000+00:00,0.00037,0.1548,,739.0,C,True,0.00038,0.00038,0.00072,0.0011,0.00056,5e-06,0.0445,66.7,0.524,5.33,,,,,True,False,False,clipping_şüphesi,data/processed/waveforms/us6000jls3_RFHY.mseed
us6000jls3,CMRD,KO,,HNE,strong_motion,38.0166,37.7013,10.0,37.6623,34.9902,241.3,241.51,5.3,mb,,2023-02-06 13:39:24.254000+00:00,0.00018,0.0203,6.2,426.0,C,True,0.00023,0.00029,0.00039,0.0004,0.00013,1e-06,0.0304,141.3,49.845,15.405,2023-02-06T13:40:04.310000Z,2023-02-06T13:40:06.010000Z,0.146,0.118,True,True,True,,data/processed/waveforms/us6000jls3_CMRD.mseed
us6000jls3,KYHL,KO,,HNE,strong_motion,38.0166,37.7013,10.0,40.3244,37.8955,257.16,257.35,5.3,mb,,2023-02-06 13:39:24.254000+00:00,0.0002,0.0291,,900.0,B,True,0.00022,0.00031,0.00054,0.00031,7e-05,2e-06,0.0271,64.5,1.948,4.809,,,,,True,True,False,,data/processed/waveforms/us6000jls3_KYHL.mseed
us6000jls6,DARE,KO,,HHE,broadband,37.9405,37.4916,16.865,38.5712,37.4832,70.13,72.13,5.0,mb,,2023-02-06 13:44:51.298000+00:00,0.0023,0.1541,6.69,510.0,C,False,0.00546,0.00772,0.00233,0.00141,0.0004,6.4e-05,0.0978,91.14,1.272,8.538,2023-02-06T13:44:52.640000Z,,0.058,,True,False,True,clipping_şüphesi,data/processed/waveforms/us6000jls6_DARE.mseed
us6000jls6,KMRS,KO,,HHE,broadband,37.9405,37.4916,16.865,37.5087,36.9,70.8,72.78,5.0,mb,,2023-02-06 13:44:51.298000+00:00,0.00212,0.2186,7.18,314.0,D,False,0.00245,0.00343,0.00469,0.0024,0.00033,6e-05,0.1018,55.46,1.295,5.382,2023-02-06T13:44:55.650000Z,2023-02-06T13:45:03.710000Z,0.077,0.538,True,False,True,,data/processed/waveforms/us6000jls6_KMRS.mseed
us6000jls6,GAZ,KO,,HHE,broadband,37.9405,37.4916,16.865,37.1721,37.2096,88.98,90.56,5.0,mb,,2023-02-06 13:44:51.298000+00:00,0.00068,0.081,14.79,347.0,D,False,0.00184,0.00179,0.00136,0.00123,0.00077,1.9e-05,0.087,165.45,0.829,9.691,2023-02-06T13:45:07.480000Z,2023-02-06T13:46:19.660000Z,0.489,0.099,True,False,True,,data/processed/waveforms/us6000jls6_GAZ.mseed
us6000jls6,TUNC,KO,,HNE,strong_motion,37.9405,37.4916,16.865,39.6942,37.5388,195.05,195.78,5.0,mb,,2023-02-06 13:44:51.298000+00:00,0.00062,0.0739,,558.0,C,True,0.00073,0.00135,0.00219,0.00097,0.00021,1.1e-05,0.0576,86.04,1.4,5.018,,,,,True,True,False,,data/processed/waveforms/us6000jls6_TUNC.mseed
us6000jls6,CMRD,KO,,HNE,strong_motion,37.9405,37.4916,16.865,37.6623,34.9902,221.93,222.57,5.0,mb,,2023-02-06 13:44:51.298000+00:00,0.00012,0.0125,,426.0,C,True,0.0002,0.00033,0.00027,0.00019,8e-05,1e-06,0.0288,154.01,49.269,16.632,,,,,True,True,False,,data/processed/waveforms/us6000jls6_CMRD.mseed
us6000jls6,KRTS,KO,,HNE,strong_motion,37.9405,37.4916,16.865,36.573,35.375,241.26,241.85,5.0,mb,,2023-02-06 13:44:51.298000+00:00,0.00015,0.0175,,313.0,D,True,0.00016,0.00022,0.00031,0.00024,7e-05,1e-06,0.0232,127.08,1.867,17.518,,,,,True,True,False,,data/processed/waveforms/us6000jls6_KRTS.mseed
us6000jls6,RFHY,KO,,HNE,strong_motion,37.9405,37.4916,16.865,39.927,38.833,249.5,250.07,5.0,mb,,2023-02-06 13:44:51.298000+00:00,0.00026,0.1655,,739.0,C,True,0.00027,0.0004,0.00074,0.0006,0.00043,3e-06,0.0388,117.05,1.057,6.007,,,,,True,False,False,clipping_şüphesi,data/processed/waveforms/us6000jls6_RFHY.mseed
us6000jlsb,KMRS,KO,,HHE,broadband,37.7257,37.385,10.0,37.5087,36.9,49.06,50.07,4.5,mb,,2023-02-06 14:10:09.968000+00:00,0.00138,0.0696,10.91,314.0,D,False,0.00281,0.00521,0.00146,0.00034,0.00015,1.6e-05,0.0553,34.09,3.628,6.985,2023-02-06T14:10:23.890000Z,2023-02-06T14:12:45.360000Z,0.422,0.143,True,False,True,,data/processed/waveforms/us6000jlsb_KMRS.mseed
us6000jlsb,GAZ,KO,,HHE,broadband,37.7257,37.385,10.0,37.1721,37.2096,63.47,64.25,4.5,mb,,2023-02-06 14:10:09.968000+00:00,0.00042,0.0328,4.04,347.0,D,False,0.001,0.00103,0.00066,0.00052,0.00029,5e-06,0.0466,93.33,2.543,9.13,2023-02-06T14:10:29.030000Z,2023-02-06T14:10:55.200000Z,0.136,0.004,True,False,True,,data/processed/waveforms/us6000jlsb_GAZ.mseed
us6000jlsb,DARE,KO,,HHE,broadband,37.7257,37.385,10.0,38.5712,37.4832,94.41,94.94,4.5,mb,,2023-02-06 14:10:09.968000+00:00,0.00091,0.027,12.9,510.0,C,False,0.00125,0.00137,0.00086,0.00025,0.00012,7e-06,0.0445,122.62,5.438,10.567,2023-02-06T14:10:21.420000Z,,0.455,,True,False,True,clipping_şüphesi,data/processed/waveforms/us6000jlsb_DARE.mseed
us6000jlsb,CMRD,KO,,HNE,strong_motion,37.7257,37.385,10.0,37.6623,34.9902,210.82,211.06,4.5,mb,,2023-02-06 14:10:09.968000+00:00,6e-05,0.0043,,426.0,C,True,5e-05,9e-05,0.00013,8e-05,2e-05,1e-06,0.0222,178.69,49.255,26.641,,,,,True,False,False,clipping_şüphesi,data/processed/waveforms/us6000jlsb_CMRD.mseed
us6000jlsb,TUNC,KO,,HNZ,strong_motion,37.7257,37.385,10.0,39.6942,37.5388,219.29,219.52,4.5,mb,,2023-02-06 14:10:09.968000+00:00,0.00015,0.0588,,558.0,C,True,0.00019,0.00044,0.0003,0.00014,5e-05,1e-06,0.0206,127.92,1.914,10.648,,,,,True,False,False,has_gaps,data/processed/waveforms/us6000jlsb_TUNC.mseed
us6000jlsb,KRTS,KO,,HNE,strong_motion,37.7257,37.385,10.0,36.573,35.375,219.45,219.68,4.5,mb,,2023-02-06 14:10:09.968000+00:00,0.00013,0.0129,,313.0,D,True,0.00019,0.00044,0.00015,9e-05,2e-05,1e-06,0.0191,142.84,24.266,18.616,,,,,True,True,False,,data/processed/waveforms/us6000jlsb_KRTS.mseed
us6000jlsb,KOZK,KO,,HNE,strong_motion,37.7257,37.385,10.0,39.2101,34.868,274.32,274.5,4.5,mb,,2023-02-06 14:10:09.968000+00:00,9e-05,0.0096,,520.0,C,True,7e-05,9e-05,0.00016,0.00025,5e-05,1e-06,0.0326,175.28,49.379,29.268,,,,,True,False,False,clipping_şüphesi,data/processed/waveforms/us6000jlsb_KOZK.mseed
us6000jlse,GAZ,KO,,HHE,broadband,36.8097,36.5387,10.0,37.1721,37.2096,71.93,72.62,4.5,mb,,2023-02-06 14:27:43.394000+00:00,0.00094,0.0305,9.4,347.0,D,False,0.00201,0.00196,0.00102,0.00028,0.00011,1.3e-05,0.068,155.99,6.981,9.816,2023-02-06T14:27:56.760000Z,2023-02-06T14:27:58.170000Z,0.269,0.084,True,False,True,,data/processed/waveforms/us6000jlse_GAZ.mseed
us6000jlse,CEYT,KO,,HHE,broadband,36.8097,36.5387,10.0,37.0105,35.7478,73.78,74.45,4.5,mb,,2023-02-06 14:27:43.394000+00:00,0.00076,0.0633,13.56,360.0,D,False,0.00107,0.0023,0.00174,0.00054,9e-05,8e-06,0.0367,17.96,1.605,6.877,2023-02-06T14:27:57.450000Z,2023-02-06T14:30:38.370000Z,0.421,0.208,True,False,True,,data/processed/waveforms/us6000jlse_CEYT.mseed
us6000jlse,KMRS,KO,,HHE,broadband,36.8097,36.5387,10.0,37.5087,36.9,84.06,84.65,4.5,mb,,2023-02-06 14:27:43.394000+00:00,0.0007,0.0541,11.15,314.0,D,False,0.00268,0.00184,0.00073,0.00043,0.00037,9e-06,0.0571,145.68,3.724,8.618,2023-02-06T14:27:58.330000Z,2023-02-06T14:30:09.890000Z,0.352,0.228,True,False,True,,data/processed/waveforms/us6000jlse_KMRS.mseed
us6000jlse,KRTS,KO,,HNE,strong_motion,36.8097,36.5387,10.0,36.573,35.375,107.04,107.51,4.5,mb,,2023-02-06 14:27:43.394000+00:00,0.00074,0.0418,,313.0,D,True,0.00103,0.00284,0.00113,0.00037,0.0001,1e-05,0.0477,29.51,2.809,9.742,,,,,True,True,False,,data/processed/waveforms/us6000jlse_KRTS.mseed
us6000jlse,CMRD,KO,,HNE,strong_motion,36.8097,36.5387,10.0,37.6623,34.9902,166.67,166.97,4.5,mb,,2023-02-06 14:27:43.394000+00:00,0.0001,0.0104,,426.0,C,True,0.00013,0.00014,0.00017,0.00015,4e-05,1e-06,0.0243,185.05,49.545,21.152,,,,,True,False,False,clipping_şüphesi,data/processed/waveforms/us6000jlse_CMRD.mseed
us6000jlse,SLFK,KO,,HNE,strong_motion,36.8097,36.5387,10.0,36.3925,33.9464,236.01,236.22,4.5,mb,,2023-02-06 14:27:43.394000+00:00,0.00106,0.0258,,470.0,C,True,0.00044,0.00089,0.00034,5e-05,1e-05,6.7e-05,0.2137,184.1,43.641,35.446,,,,,True,True,False,,data/processed/waveforms/us6000jlse_SLFK.mseed
us6000jlse,KRMN,KO,,HNE,strong_motion,36.8097,36.5387,10.0,37.174,33.2636,293.67,293.84,4.5,mb,,2023-02-06 14:27:43.394000+00:00,8e-05,0.0077,,441.0,C,True,8e-05,0.00011,0.00028,0.00011,1e-05,1e-06,0.0231,178.32,49.76,23.305,,,,,True,True,False,,data/processed/waveforms/us6000jlse_KRMN.mseed
us6000jlsf,SARI,KO,,HHE,broadband,37.9977,36.4927,10.0,38.4072,36.4181,46.0,47.07,4.7,mb,,2023-02-06 14:29:57.853000+00:00,0.00132,0.08,13.04,740.0,C,False,0.00277,0.00302,0.00126,0.0017,0.00024,2.1e-05,0.0658,156.57,1.038,10.144,2023-02-06T14:30:06.280000Z,2023-02-06T14:30:07.540000Z,0.271,0.453,True,False,True,,data/processed/waveforms/us6000jlsf_SARI.mseed
us6000jlsf,KMRS,KO,,HHE,broadband,37.9977,36.4927,10.0,37.5087,36.9,65.11,65.87,4.7,mb,,2023-02-06 14:29:57.853000+00:00,0.00042,0.0547,13.54,314.0,D,False,0.00062,0.00135,0.00021,0.00018,0.00015,1e-06,0.0186,36.29,4.09,7.352,2023-02-06T14:30:09.530000Z,,0.455,,True,False,True,,data/processed/waveforms/us6000jlsf_KMRS.mseed
us6000jlsf,KOZT,KO,,HHE,broadband,37.9977,36.4927,10.0,37.4795,35.8264,82.18,82.79,4.7,mb,,2023-02-06 14:29:57.853000+00:00,0.00018,0.0252,8.25,567.0,C,False,0.00021,0.00033,0.00045,0.00039,0.00013,1e-06,0.0153,32.55,1.043,3.389,2023-02-06T14:30:12.110000Z,2023-02-06T14:30:23.750000Z,0.306,0.196,True,False,True,,data/processed/waveforms/us6000jlsf_KOZT.mseed
us6000jlsf,CMRD,KO,,HNE,strong_motion,37.9977,36.4927,10.0,37.6623,34.9902,137.12,137.48,4.7,mb,,2023-02-06 14:29:57.853000+00:00,0.0001,0.011,,426.0,C,True,0.00013,0.00014,0.00016,0.00015,6e-05,1e-06,0.0224,179.48,49.231,24.015,,,,,True,False,False,clipping_şüphesi,data/processed/waveforms/us6000jlsf_CMRD.mseed
us6000jlsf,KRTS,KO,,HNE,strong_motion,37.9977,36.4927,10.0,36.573,35.375,186.74,187.01,4.7,mb,,2023-02-06 14:29:57.853000+00:00,6e-05,0.0131,,313.0,D,True,4e-05,5e-05,3e-05,3e-05,4e-05,1e-06,0.0231,184.46,24.261,26.805,,,,,True,True,False,,data/processed/waveforms/us6000jlsf_KRTS.mseed
us6000jlsf,KOZK,KO,,HNE,strong_motion,37.9977,36.4927,10.0,39.2101,34.868,195.2,195.46,4.7,mb,,2023-02-06 14:29:57.853000+00:00,0.00015,0.0246,,520.0,C,True,0.00015,0.00029,0.00023,0.00042,0.00013,2e-06,0.0363,170.36,0.814,24.639,,,,,True,True,False,,data/processed/waveforms/us6000jlsf_KOZK.mseed
us6000jlsf,YOZ,KO,,HHE,broadband,37.9977,36.4927,10.0,39.6376,35.3152,208.94,209.18,4.7,mb,,2023-02-06 14:29:57.853000+00:00,7e-05,0.0089,2.61,588.0,C,False,8e-05,0.00022,0.00013,6e-05,4e-05,0.0,0.0095,59.57,3.181,12.582,2023-02-06T14:30:34.200000Z,2023-02-06T14:31:00.940000Z,0.057,0.057,True,False,True,,data/processed/waveforms/us6000jlsf_YOZ.mseed
