network,station,location,channel,instrument_type,latitude,longitude,sample_rate_hz,start_date,end_date
KO,KMRS,,BHE,broadband,37.5087,36.9,50.0,2006-08-30T00:00:00.000000Z,2022-11-15T06:30:00.000000Z
KO,KMRS,,BHN,broadband,37.5087,36.9,50.0,2006-08-30T00:00:00.000000Z,2022-11-15T06:30:00.000000Z
KO,KMRS,,BHZ,broadband,37.5087,36.9,50.0,2006-08-30T00:00:00.000000Z,2022-11-15T06:30:00.000000Z
KO,KMRS,,HHE,broadband,37.5087,36.9,100.0,2022-11-15T06:30:00.000000Z,
KO,KMRS,,HHN,broadband,37.5087,36.9,100.0,2022-11-15T06:30:00.000000Z,
KO,KMRS,,HHZ,broadband,37.5087,36.9,100.0,2022-11-15T06:30:00.000000Z,
KO,RSDY,,BHE,broadband,40.3971,37.3273,50.0,2007-06-13T00:00:00.000000Z,2022-11-28T10:50:00.000000Z
KO,RSDY,,BHN,broadband,40.3971,37.3273,50.0,2007-06-13T00:00:00.000000Z,2022-11-28T10:50:00.000000Z
KO,RSDY,,BHZ,broadband,40.3971,37.3273,50.0,2007-06-13T00:00:00.000000Z,2022-11-28T10:50:00.000000Z
KO,RSDY,,HHE,broadband,40.3971,37.3273,100.0,2022-11-28T10:50:00.000000Z,
KO,RSDY,,HHN,broadband,40.3971,37.3273,100.0,2022-11-28T10:50:00.000000Z,
KO,RSDY,,HHZ,broadband,40.3971,37.3273,100.0,2022-11-28T10:50:00.000000Z,
KO,KRBG,,BHE,broadband,40.3932,27.2977,50.0,2008-06-27T00:00:00.000000Z,2013-11-08T17:00:00.000000Z
KO,KRBG,,BHN,broadband,40.3932,27.2977,50.0,2008-06-27T00:00:00.000000Z,2013-11-08T17:00:00.000000Z
KO,KRBG,,BHZ,broadband,40.3932,27.2977,50.0,2008-06-27T00:00:00.000000Z,2013-11-08T17:00:00.000000Z
KO,KRBG,,HHE,broadband,40.3932,27.2977,100.0,2013-11-08T17:00:00.000000Z,
KO,KRBG,,HHN,broadband,40.3932,27.2977,100.0,2013-11-08T17:00:00.000000Z,
KO,KRBG,,HHZ,broadband,40.3932,27.2977,100.0,2013-11-08T17:00:00.000000Z,
KO,KRBG,,HNE,strong_motion,40.3932,27.2977,100.0,2015-11-10T00:00:00.000000Z,
KO,KRBG,,HNN,strong_motion,40.3932,27.2977,100.0,2015-11-10T00:00:00.000000Z,
KO,KRBG,,HNZ,strong_motion,40.3932,27.2977,100.0,2015-11-10T00:00:00.000000Z,
KO,DST,,HNE,strong_motion,39.6041,28.6267,100.0,2011-10-10T00:00:00.000000Z,
KO,DST,,HNN,strong_motion,39.6041,28.6267,100.0,2011-10-10T00:00:00.000000Z,
KO,DST,,HNZ,strong_motion,39.6041,28.6267,100.0,2011-10-10T00:00:00.000000Z,
KO,DAT,,BHE,broadband,36.7308,27.5767,20.0,2005-10-08T00:00:00.000000Z,2005-12-30T09:00:00.000000Z
KO,DAT,,BHN,broadband,36.7308,27.5767,20.0,2005-10-08T00:00:00.000000Z,2005-12-30T09:00:00.000000Z
KO,DAT,,BHZ,broadband,36.7308,27.5767,20.0,2005-10-08T00:00:00.000000Z,2005-12-30T09:00:00.000000Z
KO,DAT,,BHE,broadband,36.7308,27.5767,50.0,2005-12-30T09:00:00.000000Z,2010-12-29T00:00:00.000000Z
KO,DAT,,BHN,broadband,36.7308,27.5767,50.0,2005-12-30T09:00:00.000000Z,2010-12-29T00:00:00.000000Z
KO,DAT,,BHZ,broadband,36.7308,27.5767,50.0,2005-12-30T09:00:00.000000Z,2010-12-29T00:00:00.000000Z
KO,DAT,,BHE,broadband,36.7308,27.5767,50.0,2010-12-29T00:00:00.000000Z,2022-11-08T08:00:00.000000Z
KO,DAT,,BHN,broadband,36.7308,27.5767,50.0,2010-12-29T00:00:00.000000Z,2022-11-08T08:00:00.000000Z
KO,DAT,,BHZ,broadband,36.7308,27.5767,50.0,2010-12-29T00:00:00.000000Z,2022-11-08T08:00:00.000000Z
KO,DAT,,HHE,broadband,36.7308,27.5767,100.0,2022-11-08T08:00:00.000000Z,
KO,DAT,,HHN,broadband,36.7308,27.5767,100.0,2022-11-08T08:00:00.000000Z,
KO,DAT,,HHZ,broadband,36.7308,27.5767,100.0,2022-11-08T08:00:00.000000Z,
KO,YARM,,HNE,strong_motion,40.9231,35.8266,100.0,2013-12-06T00:00:00.000000Z,2021-05-30T00:00:00.000000Z
KO,YARM,,HNN,strong_motion,40.9231,35.8266,100.0,2013-12-06T00:00:00.000000Z,2021-05-30T00:00:00.000000Z
KO,YARM,,HNZ,strong_motion,40.9231,35.8266,100.0,2013-12-06T00:00:00.000000Z,2021-05-30T00:00:00.000000Z
KO,GELI,,BHE,broadband,40.398,26.4742,50.0,2008-07-04T00:00:00.000000Z,2013-11-08T13:00:00.000000Z
KO,GELI,,BHN,broadband,40.398,26.4742,50.0,2008-07-04T00:00:00.000000Z,2013-11-08T13:00:00.000000Z
KO,GELI,,BHZ,broadband,40.398,26.4742,50.0,2008-07-04T00:00:00.000000Z,2013-11-08T13:00:00.000000Z
KO,GELI,,HHE,broadband,40.398,26.4742,100.0,2013-11-08T13:00:00.000000Z,
KO,GELI,,HHN,broadband,40.398,26.4742,100.0,2013-11-08T13:00:00.000000Z,
KO,GELI,,HHZ,broadband,40.398,26.4742,100.0,2013-11-08T13:00:00.000000Z,
KO,AKDM,,HHE,broadband,38.3285,42.98,100.0,2012-11-29T00:00:00.000000Z,
KO,AKDM,,HHN,broadband,38.3285,42.98,100.0,2012-11-29T00:00:00.000000Z,
KO,AKDM,,HHZ,broadband,38.3285,42.98,100.0,2012-11-29T00:00:00.000000Z,
KO,SVRC,,BHE,broadband,38.3775,39.306,50.0,2007-04-27T00:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,SVRC,,BHN,broadband,38.3775,39.306,50.0,2007-04-27T00:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,SVRC,,BHZ,broadband,38.3775,39.306,50.0,2007-04-27T00:00:00.000000Z,2022-11-29T10:00:00.000000Z
KO,SVRC,,HHE,broadband,38.3775,39.306,100.0,2022-11-29T10:00:00.000000Z,
KO,SVRC,,HHN,broadband,38.3775,39.306,100.0,2022-11-29T10:00:00.000000Z,
KO,SVRC,,HHZ,broadband,38.3775,39.306,100.0,2022-11-29T10:00:00.000000Z,
KO,GOKC,,HNE,strong_motion,40.1998,25.9183,100.0,2011-03-27T00:00:00.000000Z,
KO,GOKC,,HNN,strong_motion,40.1998,25.9183,100.0,2011-03-27T00:00:00.000000Z,
KO,GOKC,,HNZ,strong_motion,40.1998,25.9183,100.0,2011-03-27T00:00:00.000000Z,
KO,OSMT,,HNE,strong_motion,40.6009,29.7,100.0,2012-04-10T00:00:00.000000Z,2017-05-15T05:41:00.000000Z
KO,OSMT,,HNN,strong_motion,40.6009,29.7,100.0,2012-04-10T00:00:00.000000Z,2017-05-15T05:41:00.000000Z
KO,OSMT,,HNZ,strong_motion,40.6009,29.7,100.0,2012-04-10T00:00:00.000000Z,2017-05-15T05:41:00.000000Z
KO,OSMT,,BNE,strong_motion,40.6009,29.7,25.0,2017-05-15T05:41:00.000000Z,2017-05-30T05:25:00.000000Z
KO,OSMT,,BNN,strong_motion,40.6009,29.7,25.0,2017-05-15T05:41:00.000000Z,2017-05-30T05:25:00.000000Z
KO,OSMT,,BNZ,strong_motion,40.6009,29.7,25.0,2017-05-15T05:41:00.000000Z,2017-05-30T05:25:00.000000Z
KO,OSMT,,HNE,strong_motion,40.6009,29.7,100.0,2017-05-30T05:25:00.000000Z,
KO,OSMT,,HNN,strong_motion,40.6009,29.7,100.0,2017-05-30T05:25:00.000000Z,
KO,OSMT,,HNZ,strong_motion,40.6009,29.7,100.0,2017-05-30T05:25:00.000000Z,
KO,DARE,,BHE,broadband,38.5712,37.4832,50.0,2007-07-31T00:00:00.000000Z,2009-03-13T14:00:00.000000Z
KO,DARE,,BHN,broadband,38.5712,37.4832,50.0,2007-07-31T00:00:00.000000Z,2009-03-13T14:00:00.000000Z
KO,DARE,,BHZ,broadband,38.5712,37.4832,50.0,2007-07-31T00:00:00.000000Z,2009-03-13T14:00:00.000000Z
KO,DARE,,BHE,broadband,38.5712,37.4832,50.0,2009-03-13T14:00:00.000000Z,2022-11-28T08:30:00.000000Z
KO,DARE,,BHN,broadband,38.5712,37.4832,50.0,2009-03-13T14:00:00.000000Z,2022-11-28T08:30:00.000000Z
KO,DARE,,BHZ,broadband,38.5712,37.4832,50.0,2009-03-13T14:00:00.000000Z,2022-11-28T08:30:00.000000Z
KO,DARE,,HHE,broadband,38.5712,37.4832,100.0,2022-11-28T08:30:00.000000Z,
KO,DARE,,HHN,broadband,38.5712,37.4832,100.0,2022-11-28T08:30:00.000000Z,
KO,DARE,,HHZ,broadband,38.5712,37.4832,100.0,2022-11-28T08:30:00.000000Z,
KO,CLDR,,BHE,broadband,39.144,43.9172,20.0,2004-12-16T00:00:00.000000Z,2006-02-01T00:00:00.000000Z
KO,CLDR,,BHN,broadband,39.144,43.9172,20.0,2004-12-16T00:00:00.000000Z,2006-02-01T00:00:00.000000Z
KO,CLDR,,BHZ,broadband,39.144,43.9172,20.0,2004-12-16T00:00:00.000000Z,2006-02-01T00:00:00.000000Z
KO,CLDR,,BHE,broadband,39.144,43.9172,50.0,2006-02-01T00:00:00.000000Z,2022-04-22T08:00:00.000000Z
KO,CLDR,,BHN,broadband,39.144,43.9172,50.0,2006-02-01T00:00:00.000000Z,2022-04-22T08:00:00.000000Z
KO,CLDR,,BHZ,broadband,39.144,43.9172,50.0,2006-02-01T00:00:00.000000Z,2022-04-22T08:00:00.000000Z
KO,CLDR,,HHE,broadband,39.144,43.9172,100.0,2022-04-22T08:00:00.000000Z,2022-06-22T13:00:00.000000Z
KO,CLDR,,HHN,broadband,39.144,43.9172,100.0,2022-04-22T08:00:00.000000Z,2022-06-22T13:00:00.000000Z
KO,CLDR,,HHZ,broadband,39.144,43.9172,100.0,2022-04-22T08:00:00.000000Z,2022-06-22T13:00:00.000000Z
KO,CLDR,,BHE,broadband,39.144,43.9172,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,CLDR,,BHN,broadband,39.144,43.9172,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,CLDR,,BHZ,broadband,39.144,43.9172,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,CLDR,,HHE,broadband,39.144,43.9172,100.0,2022-11-30T09:00:00.000000Z,
KO,CLDR,,HHN,broadband,39.144,43.9172,100.0,2022-11-30T09:00:00.000000Z,
KO,CLDR,,HHZ,broadband,39.144,43.9172,100.0,2022-11-30T09:00:00.000000Z,
KO,SIMA,,HHE,broadband,39.0833,28.9825,100.0,2011-07-26T00:00:00.000000Z,2020-06-19T22:00:00.000000Z
KO,SIMA,,HHN,broadband,39.0833,28.9825,100.0,2011-07-26T00:00:00.000000Z,2020-06-19T22:00:00.000000Z
KO,SIMA,,HHZ,broadband,39.0833,28.9825,100.0,2011-07-26T00:00:00.000000Z,2020-06-19T22:00:00.000000Z
KO,SIMA,,BHE,broadband,39.0833,28.9825,50.0,2020-06-19T22:00:00.000000Z,2022-11-15T08:00:00.000000Z
KO,SIMA,,BHN,broadband,39.0833,28.9825,50.0,2020-06-19T22:00:00.000000Z,2022-11-15T08:00:00.000000Z
KO,SIMA,,BHZ,broadband,39.0833,28.9825,50.0,2020-06-19T22:00:00.000000Z,2022-11-15T08:00:00.000000Z
KO,SIMA,,HHE,broadband,39.0833,28.9825,100.0,2022-11-15T08:00:00.000000Z,
KO,SIMA,,HHN,broadband,39.0833,28.9825,100.0,2022-11-15T08:00:00.000000Z,
KO,SIMA,,HHZ,broadband,39.0833,28.9825,100.0,2022-11-15T08:00:00.000000Z,
KO,KIZT,,HHE,broadband,38.8808,31.883,100.0,2011-11-24T00:00:00.000000Z,2020-06-19T22:00:00.000000Z
KO,KIZT,,HHN,broadband,38.8808,31.883,100.0,2011-11-24T00:00:00.000000Z,2020-06-19T22:00:00.000000Z
KO,KIZT,,HHZ,broadband,38.8808,31.883,100.0,2011-11-24T00:00:00.000000Z,2020-06-19T22:00:00.000000Z
KO,KIZT,,BHE,broadband,38.8808,31.883,50.0,2020-06-19T22:00:00.000000Z,2022-11-08T08:15:00.000000Z
KO,KIZT,,BHN,broadband,38.8808,31.883,50.0,2020-06-19T22:00:00.000000Z,2022-11-08T08:15:00.000000Z
KO,KIZT,,BHZ,broadband,38.8808,31.883,50.0,2020-06-19T22:00:00.000000Z,2022-11-08T08:15:00.000000Z
KO,KIZT,,HHE,broadband,38.8808,31.883,100.0,2022-11-08T08:15:00.000000Z,
KO,KIZT,,HHN,broadband,38.8808,31.883,100.0,2022-11-08T08:15:00.000000Z,
KO,KIZT,,HHZ,broadband,38.8808,31.883,100.0,2022-11-08T08:15:00.000000Z,
KO,SAFT,,HNE,strong_motion,41.2398,32.6871,100.0,2011-12-16T00:00:00.000000Z,
KO,SAFT,,HNN,strong_motion,41.2398,32.6871,100.0,2011-12-16T00:00:00.000000Z,
KO,SAFT,,HNZ,strong_motion,41.2398,32.6871,100.0,2011-12-16T00:00:00.000000Z,
KO,MDUB,,BHE,broadband,40.4712,31.1976,50.0,2008-05-22T00:00:00.000000Z,2022-11-28T10:30:00.000000Z
KO,MDUB,,BHN,broadband,40.4712,31.1976,50.0,2008-05-22T00:00:00.000000Z,2022-11-28T10:30:00.000000Z
KO,MDUB,,BHZ,broadband,40.4712,31.1976,50.0,2008-05-22T00:00:00.000000Z,2022-11-28T10:30:00.000000Z
KO,MDUB,,HHE,broadband,40.4712,31.1976,100.0,2022-11-28T10:30:00.000000Z,
KO,MDUB,,HHN,broadband,40.4712,31.1976,100.0,2022-11-28T10:30:00.000000Z,
KO,MDUB,,HHZ,broadband,40.4712,31.1976,100.0,2022-11-28T10:30:00.000000Z,
KO,SVRH,,HHE,broadband,39.447,31.523,100.0,2007-12-27T00:00:00.000000Z,2008-01-07T12:00:00.000000Z
KO,SVRH,,HHN,broadband,39.447,31.523,100.0,2007-12-27T00:00:00.000000Z,2008-01-07T12:00:00.000000Z
KO,SVRH,,HHZ,broadband,39.447,31.523,100.0,2007-12-27T00:00:00.000000Z,2008-01-07T12:00:00.000000Z
KO,SVRH,,BHE,broadband,39.447,31.523,50.0,2008-01-07T12:00:00.000000Z,2022-11-28T11:20:00.000000Z
KO,SVRH,,BHN,broadband,39.447,31.523,50.0,2008-01-07T12:00:00.000000Z,2022-11-28T11:20:00.000000Z
KO,SVRH,,BHZ,broadband,39.447,31.523,50.0,2008-01-07T12:00:00.000000Z,2022-11-28T11:20:00.000000Z
KO,SVRH,,HHE,broadband,39.447,31.523,100.0,2022-11-28T11:20:00.000000Z,
KO,SVRH,,HHN,broadband,39.447,31.523,100.0,2022-11-28T11:20:00.000000Z,
KO,SVRH,,HHZ,broadband,39.447,31.523,100.0,2022-11-28T11:20:00.000000Z,
KO,SNOP,,BHE,broadband,42.0195,35.2069,50.0,2010-08-13T00:00:00.000000Z,2014-05-28T12:00:00.000000Z
KO,SNOP,,BHN,broadband,42.0195,35.2069,50.0,2010-08-13T00:00:00.000000Z,2014-05-28T12:00:00.000000Z
KO,SNOP,,BHZ,broadband,42.0195,35.2069,50.0,2010-08-13T00:00:00.000000Z,2014-05-28T12:00:00.000000Z
KO,SNOP,,HHE,broadband,42.0195,35.2069,100.0,2014-05-28T12:00:00.000000Z,2014-06-23T11:00:00.000000Z
KO,SNOP,,HHN,broadband,42.0195,35.2069,100.0,2014-05-28T12:00:00.000000Z,2014-06-23T11:00:00.000000Z
KO,SNOP,,HHZ,broadband,42.0195,35.2069,100.0,2014-05-28T12:00:00.000000Z,2014-06-23T11:00:00.000000Z
KO,SNOP,,BHE,broadband,42.0195,35.2069,50.0,2014-06-23T11:00:00.000000Z,2022-11-28T11:15:00.000000Z
KO,SNOP,,BHN,broadband,42.0195,35.2069,50.0,2014-06-23T11:00:00.000000Z,2022-11-28T11:15:00.000000Z
KO,SNOP,,BHZ,broadband,42.0195,35.2069,50.0,2014-06-23T11:00:00.000000Z,2022-11-28T11:15:00.000000Z
KO,SNOP,,HHE,broadband,42.0195,35.2069,100.0,2022-11-28T11:15:00.000000Z,
KO,SNOP,,HHN,broadband,42.0195,35.2069,100.0,2022-11-28T11:15:00.000000Z,
KO,SNOP,,HHZ,broadband,42.0195,35.2069,100.0,2022-11-28T11:15:00.000000Z,
KO,KEMT,,HNE,strong_motion,36.6037,30.5558,100.0,2011-08-09T00:00:00.000000Z,
KO,KEMT,,HNN,strong_motion,36.6037,30.5558,100.0,2011-08-09T00:00:00.000000Z,
KO,KEMT,,HNZ,strong_motion,36.6037,30.5558,100.0,2011-08-09T00:00:00.000000Z,
KO,SHUT,,BHE,broadband,38.553,30.551,50.0,2006-11-02T00:00:00.000000Z,2017-10-24T05:30:00.000000Z
KO,SHUT,,BHN,broadband,38.553,30.551,50.0,2006-11-02T00:00:00.000000Z,2017-10-24T05:30:00.000000Z
KO,SHUT,,BHZ,broadband,38.553,30.551,50.0,2006-11-02T00:00:00.000000Z,2017-10-24T05:30:00.000000Z
KO,SHUT,,HHE,broadband,38.553,30.551,100.0,2017-10-24T05:30:00.000000Z,2017-11-09T13:00:00.000000Z
KO,SHUT,,HHN,broadband,38.553,30.551,100.0,2017-10-24T05:30:00.000000Z,2017-11-09T13:00:00.000000Z
KO,SHUT,,HHZ,broadband,38.553,30.551,100.0,2017-10-24T05:30:00.000000Z,2017-11-09T13:00:00.000000Z
KO,SHUT,,BHE,broadband,38.553,30.551,50.0,2017-11-09T13:00:00.000000Z,2022-04-12T09:00:00.000000Z
KO,SHUT,,BHN,broadband,38.553,30.551,50.0,2017-11-09T13:00:00.000000Z,2022-04-12T09:00:00.000000Z
KO,SHUT,,BHZ,broadband,38.553,30.551,50.0,2017-11-09T13:00:00.000000Z,2022-04-12T09:00:00.000000Z
KO,SHUT,,HHE,broadband,38.553,30.551,100.0,2022-04-12T09:00:00.000000Z,2022-06-22T13:00:00.000000Z
KO,SHUT,,HHN,broadband,38.553,30.551,100.0,2022-04-12T09:00:00.000000Z,2022-06-22T13:00:00.000000Z
KO,SHUT,,HHZ,broadband,38.553,30.551,100.0,2022-04-12T09:00:00.000000Z,2022-06-22T13:00:00.000000Z
KO,SHUT,,BHE,broadband,38.553,30.551,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,SHUT,,BHN,broadband,38.553,30.551,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,SHUT,,BHZ,broadband,38.553,30.551,50.0,2022-06-22T13:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,SHUT,,HHE,broadband,38.553,30.551,100.0,2022-11-30T09:00:00.000000Z,
KO,SHUT,,HHN,broadband,38.553,30.551,100.0,2022-11-30T09:00:00.000000Z,
KO,SHUT,,HHZ,broadband,38.553,30.551,100.0,2022-11-30T09:00:00.000000Z,
KO,DEMR,,HNE,strong_motion,36.2365,29.9056,100.0,2011-08-12T00:00:00.000000Z,
KO,DEMR,,HNN,strong_motion,36.2365,29.9056,100.0,2011-08-12T00:00:00.000000Z,
KO,DEMR,,HNZ,strong_motion,36.2365,29.9056,100.0,2011-08-12T00:00:00.000000Z,
KO,BCK,,BHE,broadband,37.4602,30.5885,50.0,2007-03-29T11:00:00.000000Z,2022-11-30T10:30:00.000000Z
KO,BCK,,BHN,broadband,37.4602,30.5885,50.0,2007-03-29T11:00:00.000000Z,2022-11-30T10:30:00.000000Z
KO,BCK,,BHZ,broadband,37.4602,30.5885,50.0,2007-03-29T11:00:00.000000Z,2022-11-30T10:30:00.000000Z
KO,BCK,,HHE,broadband,37.4602,30.5885,100.0,2022-11-30T10:30:00.000000Z,2023-12-15T07:20:00.000000Z
KO,BCK,,HHN,broadband,37.4602,30.5885,100.0,2022-11-30T10:30:00.000000Z,2023-12-15T07:20:00.000000Z
KO,BCK,,HHZ,broadband,37.4602,30.5885,100.0,2022-11-30T10:30:00.000000Z,2023-12-15T07:20:00.000000Z
KO,BCK,,HNE,strong_motion,37.4602,30.5885,100.0,2023-12-15T07:20:00.000000Z,
KO,BCK,,HNN,strong_motion,37.4602,30.5885,100.0,2023-12-15T07:20:00.000000Z,
KO,BCK,,HNZ,strong_motion,37.4602,30.5885,100.0,2023-12-15T07:20:00.000000Z,
KO,DALY,,BHE,broadband,36.8162,28.6532,50.0,2009-05-01T00:00:00.000000Z,2022-12-30T07:23:00.000000Z
KO,DALY,,BHN,broadband,36.8162,28.6532,50.0,2009-05-01T00:00:00.000000Z,2022-12-30T07:23:00.000000Z
KO,DALY,,BHZ,broadband,36.8162,28.6532,50.0,2009-05-01T00:00:00.000000Z,2022-12-30T07:23:00.000000Z
KO,DALY,,HHE,broadband,36.8162,28.6532,100.0,2022-12-30T07:23:00.000000Z,
KO,DALY,,HHN,broadband,36.8162,28.6532,100.0,2022-12-30T07:23:00.000000Z,
KO,DALY,,HHZ,broadband,36.8162,28.6532,100.0,2022-12-30T07:23:00.000000Z,
KO,SERE,,BHE,broadband,38.9463,33.564,50.0,2009-06-17T00:00:00.000000Z,2010-07-18T05:00:00.000000Z
KO,SERE,,BHN,broadband,38.9463,33.564,50.0,2009-06-17T00:00:00.000000Z,2010-07-18T05:00:00.000000Z
KO,SERE,,BHZ,broadband,38.9463,33.564,50.0,2009-06-17T00:00:00.000000Z,2010-07-18T05:00:00.000000Z
KO,SERE,,HHE,broadband,38.9463,33.564,100.0,2010-07-18T05:00:00.000000Z,
KO,SERE,,HHN,broadband,38.9463,33.564,100.0,2010-07-18T05:00:00.000000Z,
KO,SERE,,HHZ,broadband,38.9463,33.564,100.0,2010-07-18T05:00:00.000000Z,
KO,YOZ,,HHE,broadband,39.6376,35.3152,100.0,2011-12-13T00:00:00.000000Z,
KO,YOZ,,HHN,broadband,39.6376,35.3152,100.0,2011-12-13T00:00:00.000000Z,
KO,YOZ,,HHZ,broadband,39.6376,35.3152,100.0,2011-12-13T00:00:00.000000Z,
KO,SARI,,BHE,broadband,38.4072,36.4181,50.0,2007-08-03T00:00:00.000000Z,2010-08-17T14:00:00.000000Z
KO,SARI,,BHN,broadband,38.4072,36.4181,50.0,2007-08-03T00:00:00.000000Z,2010-08-17T14:00:00.000000Z
KO,SARI,,BHZ,broadband,38.4072,36.4181,50.0,2007-08-03T00:00:00.000000Z,2010-08-17T14:00:00.000000Z
KO,SARI,,BHE,broadband,38.4072,36.4181,50.0,2010-08-17T14:00:00.000000Z,2022-11-28T11:00:00.000000Z
KO,SARI,,BHN,broadband,38.4072,36.4181,50.0,2010-08-17T14:00:00.000000Z,2022-11-28T11:00:00.000000Z
KO,SARI,,BHZ,broadband,38.4072,36.4181,50.0,2010-08-17T14:00:00.000000Z,2022-11-28T11:00:00.000000Z
KO,SARI,,HHE,broadband,38.4072,36.4181,100.0,2022-11-28T11:00:00.000000Z,
KO,SARI,,HHN,broadband,38.4072,36.4181,100.0,2022-11-28T11:00:00.000000Z,
KO,SARI,,HHZ,broadband,38.4072,36.4181,100.0,2022-11-28T11:00:00.000000Z,
KO,KDZE,,BHE,broadband,41.3132,31.443,50.0,2006-06-29T00:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,KDZE,,BHN,broadband,41.3132,31.443,50.0,2006-06-29T00:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,KDZE,,BHZ,broadband,41.3132,31.443,50.0,2006-06-29T00:00:00.000000Z,2022-11-30T09:00:00.000000Z
KO,KDZE,,HHE,broadband,41.3132,31.443,100.0,2022-11-30T09:00:00.000000Z,
KO,KDZE,,HHN,broadband,41.3132,31.443,100.0,2022-11-30T09:00:00.000000Z,
KO,KDZE,,HHZ,broadband,41.3132,31.443,100.0,2022-11-30T09:00:00.000000Z,
KO,BZK,,BHE,broadband,41.96,34.0035,50.0,2006-08-03T00:00:00.000000Z,2018-06-11T12:00:00.000000Z
KO,BZK,,BHN,broadband,41.96,34.0035,50.0,2006-08-03T00:00:00.000000Z,2018-06-11T12:00:00.000000Z
KO,BZK,,BHZ,broadband,41.96,34.0035,50.0,2006-08-03T00:00:00.000000Z,2018-06-11T12:00:00.000000Z
KO,BZK,,BHE,broadband,41.96,34.0035,50.0,2018-06-11T12:00:00.000000Z,2022-11-28T08:00:00.000000Z
KO,BZK,,BHN,broadband,41.96,34.0035,50.0,2018-06-11T12:00:00.000000Z,2022-11-28T08:00:00.000000Z
KO,BZK,,BHZ,broadband,41.96,34.0035,50.0,2018-06-11T12:00:00.000000Z,2022-11-28T08:00:00.000000Z
KO,BZK,,HHE,broadband,41.96,34.0035,100.0,2022-11-28T08:00:00.000000Z,
KO,BZK,,HHN,broadband,41.96,34.0035,100.0,2022-11-28T08:00:00.000000Z,
KO,BZK,,HHZ,broadband,41.96,34.0035,100.0,2022-11-28T08:00:00.000000Z,
KO,RKY,,BHE,broadband,40.6874,27.1776,50.0,2006-04-14T00:00:00.000000Z,2013-05-20T13:00:00.000000Z
KO,RKY,,BHN,broadband,40.6874,27.1776,50.0,2006-04-14T00:00:00.000000Z,2013-05-20T13:00:00.000000Z
KO,RKY,,BHZ,broadband,40.6874,27.1776,50.0,2006-04-14T00:00:00.000000Z,2013-05-20T13:00:00.000000Z
KO,RKY,,HHE,broadband,40.6874,27.1776,100.0,2013-05-20T13:00:00.000000Z,
KO,RKY,,HHN,broadband,40.6874,27.1776,100.0,2013-05-20T13:00:00.000000Z,
KO,RKY,,HHZ,broadband,40.6874,27.1776,100.0,2013-05-20T13:00:00.000000Z,
KO,BOZY,,HNE,strong_motion,36.1069,32.9763,100.0,2011-07-29T00:00:00.000000Z,2017-12-18T16:00:00.000000Z
KO,BOZY,,HNN,strong_motion,36.1069,32.9763,100.0,2011-07-29T00:00:00.000000Z,2017-12-18T16:00:00.000000Z
KO,BOZY,,HNZ,strong_motion,36.1069,32.9763,100.0,2011-07-29T00:00:00.000000Z,2017-12-18T16:00:00.000000Z
KO,BOZY,,HNE,strong_motion,36.1069,32.9763,100.0,2017-12-18T16:00:00.000000Z,
KO,BOZY,,HNN,strong_motion,36.1069,32.9763,100.0,2017-12-18T16:00:00.000000Z,
KO,BOZY,,HNZ,strong_motion,36.1069,32.9763,100.0,2017-12-18T16:00:00.000000Z,
KO,CRLU,,HNE,strong_motion,41.1428,27.8215,100.0,2022-12-15T00:00:00.000000Z,
KO,CRLU,,HNN,strong_motion,41.1428,27.8215,100.0,2022-12-15T00:00:00.000000Z,
KO,CRLU,,HNZ,strong_motion,41.1428,27.8215,100.0,2022-12-15T00:00:00.000000Z,
KO,ARPRA,,HNE,strong_motion,39.0929,38.3356,100.0,2013-09-06T00:00:00.000000Z,2018-09-12T11:00:00.000000Z
KO,ARPRA,,HNN,strong_motion,39.0929,38.3356,100.0,2013-09-06T00:00:00.000000Z,2018-09-12T11:00:00.000000Z
KO,ARPRA,,HNZ,strong_motion,39.0929,38.3356,100.0,2013-09-06T00:00:00.000000Z,2018-09-12T11:00:00.000000Z
KO,ARPRA,,HNE,strong_motion,39.0929,38.3356,100.0,2018-09-12T11:00:00.000000Z,
KO,ARPRA,,HNN,strong_motion,39.0929,38.3356,100.0,2018-09-12T11:00:00.000000Z,
KO,ARPRA,,HNZ,strong_motion,39.0929,38.3356,100.0,2018-09-12T11:00:00.000000Z,
KO,CANT,,BHE,broadband,40.6062,33.6193,50.0,2006-12-12T16:00:00.000000Z,2018-07-05T05:00:00.000000Z
KO,CANT,,BHN,broadband,40.6062,33.6193,50.0,2006-12-12T16:00:00.000000Z,2018-07-05T05:00:00.000000Z
