network,station,latitude,longitude,elevation,start_date,channel_codes,instrument_types,has_strong_motion,vs30_ms,nehrp_site_class
KO,RFHY,39.927,38.833,1851.0,2020-12-12T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,739.0,C
KO,BNGB,38.9913,40.6792,1180.0,2008-11-21T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,603.0,C
KO,TZLA,40.8123,29.2968,2.0,2021-04-28T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,600.0,C
KO,ODEM,38.2762,28.0747,797.0,2018-05-04T00:00:00.000000Z,"EHE,EHN,EHZ,HNE,HNN,HNZ","broadband,strong_motion",True,826.0,B
KO,MASR,41.7596,32.4658,325.0,2011-03-16T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,534.0,C
KO,HDMB,36.9638,32.4857,1946.0,2003-11-06T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,540.0,C
KO,KONT,37.957,32.3563,1100.0,2000-10-31T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,572.0,C
KO,ENZZ,40.607,26.1406,11.0,2011-03-28T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,378.0,C
KO,ALAN,36.557,32.0327,215.0,2011-08-10T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,822.0,B
KO,SIRT,37.501,42.4392,1038.0,2005-06-22T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,629.0,C
KO,CHAY,41.0862,40.7253,60.0,2012-02-29T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,501.0,C
KO,YENI,39.9364,27.24216,278.0,2018-04-19T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,360.0,D
KO,ARMT,40.5683,28.866,320.0,2005-08-10T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ,HNE,HNN,HNZ","broadband,strong_motion",True,900.0,B
KO,PHSR,41.6308,27.5238,263.0,2009-07-09T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,508.0,C
KO,ERIK,40.6708,26.5132,38.0,2008-07-02T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,262.0,D
KO,KHL,38.3231,29.5286,1003.0,2000-02-10T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,448.0,C
KO,TUNC,39.6942,37.5388,1489.0,2020-09-27T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,558.0,C
KO,YLVH,40.6953,29.3703,0.0,2010-10-25T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,260.0,D
KO,GORD,38.9088,28.1769,744.0,2018-05-03T00:00:00.000000Z,"EHE,EHN,EHZ,HNE,HNN,HNZ","broadband,strong_motion",True,662.0,C
KO,KURC,41.8456,32.743,143.0,2011-12-15T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,600.0,C
KO,YUVA,40.391,31.6872,1163.0,2013-09-09T00:00:00.000000Z,"EHE,EHN,EHZ,HNE,HNN,HNZ","broadband,strong_motion",True,629.0,C
KO,YAYO,39.6113,27.0726,122.0,2019-03-23T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,520.0,C
KO,SENK,40.5614,42.3505,1939.0,2011-05-04T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,864.0,B
KO,NIG,38.108,34.6142,2270.0,2002-10-14T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,665.0,C
KO,BUYK,41.0168,28.5828,2.0,2021-05-28T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,245.0,D
KO,FETY,36.6353,29.0835,200.0,2004-12-03T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,382.0,C
KO,GEML,40.4646,29.2116,222.0,2020-06-11T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,872.0,B
KO,AYDB,37.9467,27.8908,1246.0,2009-10-03T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,900.0,B
KO,SUSR,39.9627,28.0835,359.0,2018-05-03T00:00:00.000000Z,"EHE,EHN,EHZ,HNE,HNN,HNZ","broadband,strong_motion",True,744.0,C
KO,FOCM,38.7131,26.7309,34.0,2011-07-08T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,553.0,C
KO,GOMA,38.7077,27.9175,110.0,2012-09-04T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,636.0,C
KO,HYBA,40.8748,29.0861,65.0,2012-08-13T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,600.0,C
KO,EREN,35.5292,34.1742,88.0,2007-03-22T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,461.0,C
KO,POLA,39.7005,32.1677,1068.0,2019-07-02T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,580.0,C
KO,KUSD,37.8606,27.2868,323.0,2011-04-20T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,616.0,C
KO,YLV,40.5658,29.3708,879.0,2000-08-19T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,674.0,C
KO,NAZL,37.9641,28.2922,510.0,2018-05-04T00:00:00.000000Z,"EHE,EHN,EHZ,HNE,HNN,HNZ","broadband,strong_motion",True,605.0,C
KO,ALT,39.0541,30.1104,1060.0,2001-03-26T00:00:00.000000Z,"BHE,BHN,BHZ,HNE,HNN,HNZ","broadband,strong_motion",True,444.0,C
KO,EZNE,39.756,26.3655,75.0,2018-04-11T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,282.0,D
KO,LEF,35.1118,32.8433,152.0,2000-07-06T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,497.0,C
KO,MNVG,36.7935,31.4161,24.0,2011-08-10T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,304.0,D
KO,KRMN,37.174,33.2636,1068.0,2014-02-07T00:00:00.000000Z,"EHE,EHN,EHZ,HNE,HNN,HNZ","broadband,strong_motion",True,441.0,C
KO,BMYO,39.8098,26.6009,121.0,2022-11-21T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,384.0,C
KO,CAVI,40.2018,29.8377,670.0,2007-09-27T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,517.0,C
KO,KARO,39.3089,41.0493,1820.0,2012-11-28T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,548.0,C
KO,SMAA,39.1005,28.9805,804.0,2012-05-09T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,275.0,D
KO,KIZO,40.9005,35.9334,1050.0,2013-12-04T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,609.0,C
KO,ESKT,39.5212,30.8492,1295.0,2002-10-04T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,649.0,C
KO,CUND,39.336,26.6663,10.0,2011-04-22T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,325.0,D
KO,KULU,39.0343,33.0023,1120.0,2009-06-16T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,355.0,D
KO,LAPK,40.3151,26.6425,2.0,2020-09-10T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,389.0,C
KO,BIGA,40.28134,27.15048,60.0,2019-11-21T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,364.0,C
KO,ORLT,40.0452,28.8914,650.0,2002-04-03T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,610.0,C
KO,MALT,38.3134,38.4273,1112.0,2011-11-26T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,829.0,B
KO,AFSR,39.4468,33.0707,1055.0,2008-09-05T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,413.0,C
KO,GAZ,37.1721,37.2096,992.0,2001-11-27T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,347.0,D
KO,YALI,40.7676,32.9822,1217.0,2019-12-20T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,552.0,C
KO,ISK,41.0615,29.0592,85.0,1997-12-16T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,573.0,C
KO,GULA,38.3444,34.236,1126.0,2009-06-19T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,301.0,D
KO,GEMT,40.435,29.189,220.0,2006-07-07T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,676.0,C
KO,DATC,36.7584,27.6602,94.0,2011-04-22T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,436.0,C
KO,ENEZ,40.7362,26.153,100.0,2006-06-21T00:00:00.000000Z,"BHE,BHN,BHZ,HHE,HHN,HHZ",broadband,False,462.0,C
KO,AKDN,35.2977,32.9677,85.0,2008-11-19T00:00:00.000000Z,"BNE,BNN,BNZ,HNE,HNN,HNZ",strong_motion,True,452.0,C
KO,SINE,39.1636,39.3871,1210.0,2023-06-15T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,527.0,C
KO,SILV,41.0723,28.239,2.0,2023-05-25T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,324.0,D
KO,MAGT,35.1696,33.8714,23.3,2023-07-11T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,240.0,D
KO,CAYL,40.3745,36.159,740.0,2023-07-13T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,646.0,C
KO,HSY,35.2916,33.0974,25.7,2023-07-12T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,419.0,C
KO,BOLI,40.7175,31.5148,910.0,2023-12-28T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,257.0,D
KO,SUTC,37.4765,30.9997,1310.0,2006-05-04T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,579.0,C
KO,OSMA,40.9939,34.7605,418.0,2023-12-30T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,367.0,C
KO,GERE,40.8004,32.2154,1373.0,2023-12-29T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,528.0,C
KO,KMAH,39.6082,39.0275,1100.0,2024-02-27T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,518.0,C
KO,KBAN,38.797,38.7278,745.0,2024-09-03T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,882.0,B
KO,ARGN,38.7763,38.2639,1185.0,2024-10-16T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,605.0,C
KO,BAKL,37.9793,29.6135,1032.0,2020-12-24T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,580.0,C
KO,LICE,38.4532,40.6446,963.0,2022-11-25T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,436.0,C
KO,NURH,37.9693,37.4363,1563.0,2024-10-15T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,900.0,B
KO,SERH,37.582,29.2588,1032.0,2020-12-24T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,900.0,B
KO,PERB,41.1016,37.7635,270.0,2024-06-27T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,437.0,C
KO,BABD,37.802,28.8531,900.0,2020-12-24T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,626.0,C
KO,GUZE,40.9998,28.5074,3.0,2021-06-20T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,398.0,C
KO,AYVL,39.2907,26.69,17.0,2025-05-14T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,439.0,C
KO,NMR6,40.704,27.2653,333.0,2025-04-16T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,611.0,C
KO,NMR3,40.7432,27.2944,235.0,2025-04-16T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,630.0,C
KO,NMR2,40.7172,27.3123,10.0,2025-04-16T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,561.0,C
KO,NMR7,40.728,27.2353,338.0,2025-04-16T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,686.0,C
KO,NMR5,40.7954,27.366,97.0,2025-04-16T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,769.0,B
KO,NMR4,40.788,27.3006,925.0,2025-04-16T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,537.0,C
KO,NMR9,40.6196,27.702,9.0,2025-05-27T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,660.0,C
KO,NMR8,40.612,27.5347,9.0,2025-05-27T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,566.0,C
KO,DIVR,39.3562,38.1237,1257.0,2025-07-23T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,481.0,C
KO,MLTY,38.3223,38.4407,1018.0,2025-07-22T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,519.0,C
KO,AKDG,38.3618,37.9703,1131.0,2025-08-13T00:00:00.000000Z,"HHE,HHN,HHZ",broadband,False,736.0,C
KO,YHT1,38.1219,32.6236,1059.0,2026-04-26T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,607.0,C
KO,YHT3,37.2297,33.1503,1032.0,2026-04-27T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,218.0,D
KO,SLVA,41.0731,28.1403,14.0,2025-12-09T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,405.0,C
KO,YHT2,37.6151,32.724,1020.0,2026-04-27T00:00:00.000000Z,"HNE,HNN,HNZ",strong_motion,True,180.0,E
